"InventoryID","ISO6393","Glottocode","Source","phonemes","consonants","vowels","tones"
1182,"bvm","bamu1256","ph",32,23,9,0
1183,"bgj","bang1356","ph",40,27,9,4
1184,"bnm","bata1285","ph",31,20,8,3
1185,"bch","bari1286","ph",17,12,5,0
1186,"bby","befa1241","ph",59,43,14,2
1187,"dbj","idaa1241","ph",23,17,6,0
1188,"bem","bemb1257","ph",25,15,10,0
1189,"brc","berb1259","ph",26,20,6,0
1190,"xub","bett1235","ph",37,22,15,0
1191,"bhw","biak1248","ph",24,14,10,0
1192,"nbj","bili1250","ph",23,17,6,0
1193,"bhg","bina1277","ph",35,11,24,0
1194,"bwq","sout2840","ph",38,19,19,0
1195,"bol","nucl1695","ph",38,28,10,0
1196,"bot","bong1285","ph",29,18,11,0
1197,"bwo","boro1277","ph",25,16,6,3
1198,"bkk","brok1247","ph",41,31,10,0
1199,"bsp","baga1272","ph",26,18,8,0
1200,"bbx","bubi1249","ph",39,25,14,0
1201,"bxk","buku1249","ph",30,20,10,0
1202,"sbs","subi1246","ph",51,46,5,0
1203,"ttl","tote1238","ph",54,44,10,0
1204,"bmo","bamb1265","ph",57,34,18,5
1205,"mrq","nort2845","ph",22,12,10,0
1206,"oon","onge1236","ph",24,16,8,0
1207,"plo","olut1240","ph",32,20,12,0
1208,"jya","jiar1240","ph",57,49,8,0
1209,"suq","suri1267","ph",31,22,7,2
1210,"blb","bilu1245","ph",41,16,25,0
1211,"hoa","hoav1238","ph",21,16,5,0
1212,"fil","fili1244","ph",27,17,10,0
1213,"nxg","ngad1261","ph",27,21,6,0
1214,"mnb","muna1247","ph",33,28,5,0
1215,"xxk","keoo1238","ph",30,24,6,0
1216,"thm","aheu1239","ph",47,20,23,4
1217,"skf","saki1248","ph",35,15,20,0
1218,"tiw","tiwi1244","ph",18,14,4,0
1219,"trw","torw1241","ph",51,38,13,0
1220,"tdh","thul1246","ph",38,30,8,0
1221,"tsj","tsha1245","ph",37,32,5,0
1222,"cof","colo1256","ph",25,16,9,0
1223,"tzj","tzut1248","ph",35,25,10,0
1224,"pww","pwon1235","ph",52,23,24,5
1225,"tyv","tuvi1240","ph",37,21,16,0
1226,"kfk","kinn1249","ph",46,31,15,0
1227,"wtm","mewa1250","ph",50,30,20,0
1228,"aty","anei1239","ph",26,21,5,0
1229,"atb","zaiw1241","ph",32,21,8,3
1230,"cic","chic1270","ph",25,16,9,0
1231,"fur","friu1240","ph",39,25,14,0
1232,"apj","jica1244","ph",56,34,19,3
1233,"ega","egaa1242","ph",39,27,9,3
1234,"fub","adam1253","ph",36,27,9,0
1235,"are","west2441","ph",29,26,3,0
1236,"xsu","sanu1240","ph",24,11,13,0
1237,"pav","wari1268","ph",20,14,6,0
1238,"cro","crow1244","ph",23,10,10,3
1239,"boi","barb1263","ph",44,38,6,0
1240,"lee","lyel1241","ph",34,21,10,3
1241,"fub","adam1253","gm",47,37,10,0
1242,"any","anyi1245","gm",40,19,16,5
1243,"any","anyi1245","gm",36,17,14,5
1244,"mtb","anyi1244","gm",49,31,14,4
1245,"aka","akan1250","gm",60,28,30,2
1246,"cko","anuf1239","gm",59,45,12,2
1247,"bvx","dibo1245","gm",31,21,6,4
1248,"bcw","bana1305","gm",44,37,3,4
1249,"bdh","baka1274","gm",46,36,10,0
1250,"aja","ajas1235","gm",48,38,10,0
1251,"bip","bila1255","gm",33,19,9,5
1252,"bqp","busa1253","gm",31,16,12,3
1253,"fub","adam1253","gm",39,29,10,0
1254,"fuv","nige1253","gm",57,47,10,0
1255,"her","here1253","gm",26,19,5,2
1256,"sef","ceba1235","gm",38,22,13,3
1257,"khq","koyr1240","gm",43,23,14,6
1258,"ksf","bafi1243","gm",48,25,18,5
1259,"lea","lega1249","gm",38,18,14,6
1260,"lmp","limb1268","gm",52,37,15,0
1261,"lmp","limb1268","gm",41,23,18,0
1262,"lmp","limb1268","gm",33,23,10,0
1263,"mye","myen1241","gm",36,29,7,0
1264,"bud","ntch1242","gm",43,21,19,3
1265,"tvu","tune1261","gm",26,17,7,2
1266,"mgw","matu1259","gm",23,15,5,3
1267,"yao","yaoo1241","gm",29,18,7,4
1268,"umb","umbu1257","gm",30,20,10,0
1269,"ndo","ndon1254","gm",30,25,5,0
1270,"mhw","mbuk1240","gm",29,22,7,0
1271,"diu","diri1252","gm",28,23,5,0
1272,"kwn","kwan1273","gm",27,22,5,0
1273,"snk","soni1259","gm",50,28,15,7
1274,"ses","koyr1242","gm",37,23,14,0
1275,"lln","lele1276","gm",36,23,10,3
1276,"kck","ikal1242","gm",71,62,5,4
1277,"lol","mong1338","gm",56,45,7,4
1278,"wok","long1387","gm",31,20,7,4
1279,"xwe","xwel1235","gm",45,29,13,3
1280,"xwl","west2456","gm",45,29,13,3
1281,"kqk","kota1272","gm",45,29,13,3
1282,"gbs","gbes1238","gm",47,31,13,3
1283,"jmc","mach1266","gm",46,33,10,3
1284,"mda","mada1282","gm",41,23,13,5
1285,"mfo","mbee1249","gm",37,26,7,4
1286,"nwe","ngwe1238","gm",38,24,14,0
1287,"jow","jowu1238","gm",45,20,21,4
1288,"yba","yala1263","gm",38,28,7,3
1289,"mgr","mamb1296","gm",36,19,10,7
1290,"kcv","kete1252","gm",25,16,5,4
1291,"kws","kwes1244","gm",25,16,6,3
1292,"snm","sout2828","gm",59,47,9,3
1293,"mgd","moru1253","gm",38,26,9,3
1294,"log","logo1259","gm",39,27,9,3
1295,"aft","afit1238","gm",26,17,6,3
1296,"avn","avat1244","gm",50,28,18,4
1297,"abn","abua1244","gm",40,27,10,3
1298,"any","anyi1245","gm",39,21,14,4
1299,"dgh","dghw1239","gm",38,33,3,2
1300,"afo","eloy1241","gm",51,41,7,3
1301,"fuv","nige1253","gm",38,28,10,0
1302,"acd","giky1238","gm",51,29,22,0
1303,"ayg","giny1241","gm",53,31,22,0
1304,"hbb","huba1236","gm",31,24,5,2
1305,"kwl","kofy1242","gm",36,23,10,3
1306,"kye","krac1238","gm",44,17,24,3
1307,"krm","krim1238","gm",38,22,16,0
1308,"bbp","west2458","gm",46,31,10,5
1309,"dib","sout2833","gm",60,20,37,3
1310,"fod","food1238","gm",44,23,18,3
1311,"csk","jola1262","gm",51,31,20,0
1312,"jum","jumj1238","gm",39,20,16,3
1313,"bdi","buru1301","gm",38,19,16,3
1314,"lul","olub1238","gm",46,34,9,3
1315,"ymm","maay1238","gm",32,22,10,0
1316,"mfz","maba1273","gm",45,19,22,4
1317,"sgi","suga1248","gm",90,58,23,9
1318,"cce","copi1238","gm",68,61,5,2
1319,"xho","xhos1239","gm",84,75,7,2
1320,"akp","siwu1238","gm",37,20,14,3
1321,"bun","sher1258","gm",31,24,7,0
1322,"buy","mman1238","gm",36,22,14,0
1323,"cpn","cher1271","gm",38,26,10,2
1324,"fap","palo1243","gm",43,26,17,0
1325,"gur","fraf1238","gm",30,20,8,2
1326,"lip","sekp1241","gm",33,21,9,3
1327,"maw","mamp1244","gm",36,24,10,2
1328,"toi","tong1318","gm",41,33,5,3
1329,"pbp","bady1239","gm",43,25,18,0
1330,"snw","sele1249","gm",33,18,12,3
1331,"tiv","tivv1240","gm",40,31,6,3
1332,"byn","bili1260","gm",38,31,7,0
1333,"xan","xamt1239","gm",30,23,7,0
1334,"lik","lika1243","gm",45,33,9,3
1335,"yns","yans1239","gm",42,17,22,3
1336,"buu","budu1250","gm",43,31,9,3
1337,"khy","kele1255","gm",30,21,7,2
1338,"lej","leng1258","gm",32,24,5,3
1339,"kbo","keli1248","gm",45,36,6,3
1340,"won","wong1247","gm",24,15,7,2
1341,"wlc","mwal1237","gm",24,19,5,0
1342,"aar","afar1241","gm",27,17,10,0
1343,"mua","mund1325","gm",67,37,27,3
1344,"mru","mono1269","gm",62,35,24,3
1345,"tui","tupu1244","gm",56,28,24,4
1346,"xuo","kuoo1238","gm",56,29,24,3
1347,"kbn","kare1338","gm",57,30,24,3
1348,"gke","ndai1238","gm",57,32,22,3
1349,"myf","bamb1262","gm",36,23,10,3
1350,"tir","tigr1271","gm",39,32,7,0
1351,"kdj","kara1483","gm",66,21,39,6
1352,"gwn","gwan1268","gm",46,28,10,8
1353,"gwn","gwan1268","gm",52,32,12,8
1354,"gwn","gwan1268","gm",48,28,12,8
1355,"gwn","gwan1268","gm",64,35,21,8
1356,"gwn","gwan1268","gm",48,28,12,8
1357,"gwn","gwan1268","gm",65,43,14,8
1358,"avi","avik1243","gm",34,25,6,3
1359,"shk","shil1265","gm",54,25,26,3
1360,"hgm","haio1238","gm",29,24,5,0
1361,"pip","pero1241","gm",30,18,10,2
1362,"gax","bora1271","gm",36,26,10,0
1363,"hdy","hadi1240","gm",56,46,10,0
1364,"wal","wola1242","gm",48,38,10,0
1365,"njx","kuny1238","gm",55,44,7,4
1366,"lot","otuh1238","gm",56,33,20,3
1367,"myx","masa1299","gm",63,51,12,0
1368,"hig","kamw1239","gm",35,26,7,2
1369,"mzj","many1261","gm",27,18,7,2
1370,"say","saya1246","gm",54,39,12,3
1371,"nzb","njeb1242","gm",34,24,8,2
1372,"dsq","tada1238","gm",70,59,11,0
1373,"ktb","kamb1316","gm",59,49,10,0
1374,"otr","otor1240","gm",44,30,14,0
1375,"tic","tira1254","gm",42,26,16,0
1376,"nmi","nyam1285","gm",56,39,14,3
1377,"fli","fali1285","gm",50,38,7,5
1378,"mcw","mawa1270","gm",33,24,6,3
1379,"nmn","huaa1248","gm",161,130,28,3
1380,"kib","koal1240","gm",45,29,16,0
1381,"kki","kagu1239","gm",31,26,5,0
1382,"oks","okoo1245","gm",30,18,7,5
1383,"knw","kung1261","gm",120,95,21,4
1384,"bbj","ghom1247","gm",59,36,18,5
1385,"afn","defa1248","gm",42,18,19,5
1386,"tkq","teee1242","gm",38,23,12,3
1387,"sgc","kips1239","gm",37,14,19,4
1388,"pbr","pang1287","gm",35,23,12,0
1389,"hoo","holo1240","gm",26,17,7,2
1390,"bwu","buli1254","gm",46,23,13,10
1391,"bjt","bala1302","gm",50,33,14,3
1392,"now","nyam1277","gm",33,20,10,3
1393,"daf","dann1241","gm",92,44,40,8
1394,"pko","poko1263","gm",39,17,19,3
1395,"afr","afri1274","gm",39,16,23,0
1396,"agj","argo1244","gm",38,30,8,0
1397,"har","hara1271","gm",34,25,9,0
1398,"din","dink1262","gm",49,20,26,3
1399,"nzi","nzim1238","gm",40,24,14,2
1400,"aha","ahan1243","gm",40,24,14,2
1401,"hna","besl1239","gm",50,39,9,2
1402,"bhs","buwa1243","gm",43,38,2,3
1403,"xed","hdii1240","gm",41,37,4,0
1404,"hia","lama1288","gm",41,37,4,0
1405,"ikw","ikwe1242","gm",46,23,18,5
1406,"kot","lagw1237","gm",41,34,5,2
1407,"gmm","gbay1281","gm",38,28,7,3
1408,"mqb","mbuk1243","gm",45,34,8,3
1409,"mlw","molo1266","gm",47,31,10,6
1410,"muy","muya1243","gm",46,27,14,5
1411,"jgo","ngom1272","gm",27,19,6,2
1412,"dmo","keme1240","gm",34,20,8,6
1413,"ntm","nate1242","gm",40,13,24,3
1414,"stv","silt1240","gm",56,46,10,0
1415,"weh","wehh1238","gm",47,37,7,3
1416,"tey","tuli1249","gm",59,37,19,3
1417,"kec","keig1242","gm",59,37,20,2
1418,"kgo","kron1241","gm",62,40,20,2
1419,"kcp","kang1288","gm",76,54,20,2
1420,"kcp","kang1288","gm",75,53,20,2
1421,"xtc","katc1249","gm",62,39,20,3
1422,"xtc","katc1249","gm",63,41,20,2
1423,"xtc","katc1249","gm",61,39,20,2
1424,"mgc","moro1284","gm",54,42,10,2
1425,"luc","arin1244","gm",49,35,9,5
1426,"keg","tese1238","gm",47,24,18,5
1427,"lmd","lumu1239","gm",35,17,16,2
1428,"acz","ache1245","gm",38,18,20,0
1429,"taz","toch1257","gm",27,15,10,2
1430,"dec","dagi1241","gm",26,16,10,0
1431,"did","didi1258","gm",58,36,18,4
1432,"lwo","luwo1239","gm",32,19,10,3
1433,"ach","acol1236","gm",29,17,9,3
1434,"bxb","bela1256","gm",38,25,10,3
1435,"bvi","bela1255","gm",43,28,10,5
1436,"ndz","ndog1248","gm",38,29,5,4
1437,"bde","bade1248","gm",46,33,9,4
1438,"fpe","fern1234","gm",30,21,7,2
1439,"jit","jita1239","gm",29,17,10,2
1440,"dim","dime1235","gm",73,53,18,2
1441,"lto","tsot1241","gm",31,19,10,2
1442,"djm","jams1239","gm",60,37,21,2
1443,"kam","kamb1297","gm",31,13,14,4
1444,"ksf","bafi1243","gm",51,27,20,4
1445,"laj","lang1324","gm",40,18,20,2
1446,"lks","kisa1263","gm",38,24,10,4
1447,"nuj","nyol1238","gm",36,24,10,2
1448,"wmw","mwan1247","gm",26,21,5,0
1449,"xkv","kgal1244","gm",53,43,8,2
1450,"boz","tiey1235","gm",36,19,14,3
1451,"alw","alab1254","gm",62,52,10,0
1452,"deg","dege1246","gm",36,24,10,2
1453,"bud","ntch1242","gm",30,21,6,3
1454,"pre","prin1242","gm",31,22,7,2
1455,"nko","nkon1248","gm",34,20,14,0
1456,"gru","sodd1242","gm",41,34,7,0
1457,"gru","kist1241","gm",41,34,7,0
1458,"mvz","mesq1240","gm",41,34,7,0
1459,"sgw","seba1251","gm",42,34,8,0
1460,"sgw","ezha1238","gm",39,33,6,0
1461,"sgw","chah1248","gm",44,36,8,0
1462,"sgw","gume1239","gm",42,35,7,0
1463,"sgw","seba1251","gm",42,36,6,0
1464,"sgw","seba1251","gm",45,39,6,0
1465,"ior","inor1238","gm",47,40,7,0
1466,"ior","inor1238","gm",45,39,6,0
1467,"ior","inor1238","gm",45,39,6,0
1468,"dnn","dzuu1241","gm",55,26,26,3
1469,"bmi","bagi1246","gm",48,29,16,3
1470,"niy","ngit1239","gm",56,44,5,7
1471,"ndh","ndal1241","gm",31,17,10,4
1472,"mym","meen1242","gm",40,26,14,0
1473,"nsg","ngas1238","gm",31,22,9,0
1474,"myb","mbay1241","gm",44,22,19,3
1475,"guk","gumu1244","gm",44,34,10,0
1476,"teu","sooo1256","gm",28,18,10,0
1477,"bcq","benc1235","gm",56,46,5,5
1478,"bcq","benc1235","gm",40,29,5,6
1479,"jnj","yems1235","gm",40,25,10,5
1480,"zay","zays1236","gm",32,27,5,0
1481,"gmv","gamo1243","gm",36,26,10,0
1482,"kqy","koor1239","gm",61,51,10,0
1483,"aiw","aari1239","gm",36,26,10,0
1484,"xom","komo1258","gm",28,23,5,0
1485,"udu","uduk1239","gm",28,23,5,0
1486,"lgn","opuu1239","gm",25,20,5,0
1487,"kmq","kwam1249","gm",25,20,5,0
1488,"mdm","mayo1261","gm",46,33,10,3
1489,"lsm","saam1283","gm",34,20,10,4
1490,"nnw","sout2795","gm",60,38,18,4
1491,"nde","nort2795","gm",68,61,5,2
1492,"sxw","saxw1241","gm",38,24,12,2
1493,"loh","nari1240","gm",34,22,9,3
1494,"bjg","bidy1244","gm",25,18,7,0
1495,"doy","domp1238","gm",31,22,7,2
1496,"bam","bamb1269","gm",58,32,24,2
1497,"hbn","heib1243","gm",34,27,7,0
1498,"kga","koya1253","gm",43,29,12,2
1499,"shw","shwa1239","gm",38,25,10,3
1500,"ttb","gaaa1245","gm",34,22,9,3
1501,"kua","kuan1247","gm",33,26,5,2
1502,"lnb","mbal1255","gm",31,23,6,2
1503,"kwm","kwam1251","gm",37,29,6,2
1504,"nne","ngan1300","gm",37,30,5,2
1505,"ndo","ndon1254","gm",36,29,5,2
1506,"ndo","ndon1254","gm",36,29,5,2
1507,"ndo","ndon1254","gm",36,29,5,2
1508,"xon","konk1269","gm",38,21,14,3
1509,"zag","zagh1240","gm",33,21,9,3
1510,"zwa","zayy1238","gm",37,23,14,0
1511,"zmx","bomi1238","gm",28,16,10,2
1512,"bbo","nort2819","gm",37,21,13,3
1513,"bez","bena1262","gm",34,22,10,2
1514,"gkp","guin1254","gm",39,24,12,3
1515,"kke","kaka1265","gm",38,22,14,2
1516,"llc","lele1266","gm",28,19,7,2
1517,"lom","loma1260","gm",51,21,28,2
1518,"mev","mann1248","gm",39,22,14,3
1519,"tye","kyen1242","gm",37,22,12,3
1520,"sho","shan1282","gm",37,22,12,3
1521,"abu","abur1243","gm",38,20,14,4
1522,"abb","bank1256","gm",37,26,7,4
1523,"afu","efut1241","gm",50,30,18,2
1524,"agq","aghe1239","gm",49,28,19,2
1525,"arv","arbo1245","gm",59,49,10,0
1526,"abi","abid1235","gm",38,21,15,2
1527,"adj","adio1239","gm",32,21,7,4
1528,"ahi","tiag1235","gm",32,24,8,0
1529,"ald","alla1248","gm",36,23,11,2
1530,"ahs","ashe1269","gm",36,24,9,3
1531,"zdj","ngaz1238","gm",48,41,5,2
1532,"ibe","akpe1248","gm",34,21,10,3
1533,"etx","eten1239","gm",74,63,6,5
1534,"nus","nuer1246","gm",48,20,28,0
1535,"gel","kagf1238","gm",56,36,16,4
1536,"idu","idom1241","gm",75,47,23,5
1537,"iri","irig1241","gm",95,79,12,4
1538,"izr","izer1241","gm",39,27,7,5
1539,"jer","jere1244","gm",44,24,16,4
1540,"agb","legb1242","gm",53,38,12,3
1541,"lgq","logb1245","gm",35,25,7,3
1542,"awn","awng1244","gm",39,30,6,3
1543,"glw","glav1244","gm",43,34,7,2
1544,"ahn","ahan1244","gm",43,26,14,3
1545,"aye","ayer1245","gm",43,26,14,3
1546,"rng","rong1268","gm",69,64,5,0
1547,"wni","ndzw1235","gm",39,32,5,2
1548,"biv","sout2790","gm",52,25,27,0
1549,"cwt","kuwa1246","gm",34,20,10,4
1550,"ati","atti1239","gm",47,24,15,8
1551,"aoa","ango1258","gm",36,22,12,2
1552,"hae","east2652","gm",60,48,10,2
1553,"pov","uppe1455","gm",28,23,5,0
1554,"bss","akoo1248","gm",32,18,12,2
1555,"bqz","baka1273","gm",34,19,13,2
1556,"bqz","baka1273","gm",31,15,14,2
1557,"bqz","baka1273","gm",32,16,14,2
1558,"mbo","mboc1235","gm",35,19,14,2
1559,"bsi","bass1260","gm",34,20,12,2
1560,"mbo","mboc1235","gm",36,21,13,2
1561,"lir","libe1240","gm",36,24,12,0
1562,"ggu","gagu1242","gm",36,20,12,4
1563,"eto","eton1253","gm",38,21,15,2
1564,"rcf","reun1238","gm",42,30,12,0
1565,"mls","nucl1440","gm",45,31,10,4
1566,"cri","saot1239","gm",32,19,13,0
1567,"tan","nucl1696","gm",60,40,18,2
1568,"suk","suku1261","gm",57,38,14,5
1569,"mfe","mori1278","gm",30,21,9,0
1570,"kri","krio1253","gm",35,25,7,3
1571,"ktu","kitu1246","gm",22,15,5,2
1572,"aks","akas1242","gm",52,20,29,3
1573,"bag","tuki1240","gm",39,25,10,4
1574,"bkc","baka1272","gm",35,25,7,3
1575,"bmv","bumm1238","gm",47,37,7,3
1576,"dbq","nucl1683","gm",46,36,6,4
1577,"gou","gava1241","gm",55,47,5,3
1578,"gde","gude1246","gm",36,30,4,2
1579,"lno","lang1322","gm",32,16,10,6
1580,"ahl","igoo1238","gm",33,23,7,3
1581,"kkj","kako1242","gm",47,33,12,2
1582,"knp","kwan1276","gm",43,21,18,4
1583,"mcu","came1252","gm",35,20,11,4
1584,"meq","mere1246","gm",44,33,8,3
1585,"mfi","wand1278","gm",52,45,5,2
1586,"coh","chon1287","gm",47,40,5,2
1587,"dig","digo1243","gm",48,41,5,2
1588,"dug","duru1249","gm",47,40,5,2
1589,"nyf","giry1241","gm",47,40,5,2
1590,"nyf","giry1241","gm",47,40,5,2
1591,"nyf","kamb1298","gm",47,40,5,2
1592,"nyf","kaum1238","gm",47,40,5,2
1593,"nyf","giry1241","gm",47,40,5,2
1594,"nyf","giry1241","gm",47,40,5,2
1595,"mlr","vame1236","gm",46,38,5,3
1596,"mmu","mmaa1238","gm",34,23,9,2
1597,"mpi","mpad1242","gm",40,30,6,4
1598,"mif","mofu1248","gm",40,35,5,0
1599,"mtk","mbee1250","gm",57,48,7,2
1600,"ncr","ncan1245","gm",41,17,18,6
1601,"nfu","mfum1238","gm",89,74,10,5
1602,"njy","njye1238","gm",42,20,20,2
1603,"box","buam1238","gm",28,17,8,3
1604,"ktf","kwam1250","gm",40,28,10,2
1605,"goa","guro1248","gm",57,26,28,3
1606,"kea","kabu1256","gm",28,21,7,0
1607,"nku","boun1243","gm",46,27,17,2
1608,"tsb","tsam1247","gm",68,56,10,2
1609,"tzm","cent2194","gm",39,36,3,0
1610,"siz","siwi1239","gm",38,26,12,0
1611,"ndj","ndam1239","gm",24,19,5,0
1612,"bva","bare1279","gm",41,28,10,3
1613,"bva","bare1279","gm",29,16,10,3
1614,"bva","bare1279","gm",44,31,10,3
1615,"bva","bare1279","gm",44,32,10,2
1616,"tbi","gaam1241","gm",49,34,12,3
1617,"mij","abar1238","gm",36,24,8,4
1618,"boe","mund1328","gm",38,22,12,4
1619,"muc","mbuu1238","gm",39,26,10,3
1620,"kid","kosh1246","gm",37,23,11,3
1621,"fak","fang1248","gm",36,23,10,3
1622,"knk","kura1250","gm",54,26,28,0
1623,"nie","niel1243","gm",59,25,31,3
1624,"gis","nort3047","gm",37,29,3,5
1625,"mgo","mogh1246","gm",50,33,14,3
1626,"bri","mokp1239","gm",31,22,7,2
1627,"sif","siam1242","gm",41,22,14,5
1628,"nnh","ngie1241","gm",30,19,7,4
1629,"yas","nugu1242","gm",35,24,7,4
1630,"nza","tigo1236","gm",116,99,12,5
1631,"orc","orma1241","gm",33,23,10,0
1632,"pny","piny1238","gm",66,42,19,5
1633,"pnz","pana1294","gm",66,34,28,4
1634,"atu","reel1238","gm",63,20,40,3
1635,"udl","wuzl1236","gm",42,34,5,3
1636,"les","lese1243","gm",42,29,10,3
1637,"neb","tour1242","gm",39,21,14,4
1638,"gwe","gwen1239","gm",29,24,5,0
1639,"suw","sumb1240","gm",32,20,10,2
1640,"zin","zinz1238","gm",30,20,10,0
1641,"mer","meru1245","gm",27,17,10,0
1642,"hka","kahe1238","gm",32,22,10,0
1643,"han","hang1260","gm",35,23,10,2
1644,"old","moch1256","gm",25,20,5,0
1645,"ssc","suba1252","gm",39,23,14,2
1646,"kya","kway1241","gm",29,17,10,2
1647,"www","wawa1246","gm",49,30,16,3
1648,"shi","tach1250","gm",37,33,4,0
1649,"tug","tuni1251","gm",40,24,13,3
1650,"sef","ceba1235","gm",43,24,16,3
1651,"flr","fuli1240","gm",36,24,10,2
1652,"sad","sand1273","gm",64,44,15,5
1653,"tvd","tsuv1239","gm",55,28,24,3
1654,"etu","ejag1239","gm",29,19,7,3
1655,"ybb","yemb1246","gm",27,17,7,3
1656,"bfj","bafa1249","gm",59,26,30,3
1657,"bji","burj1242","gm",36,26,10,0
1658,"blo","anii1245","gm",36,23,11,2
1659,"fip","fipa1238","gm",35,20,14,1
1660,"naw","nawu1242","gm",40,29,9,2
1661,"myo","anfi1235","gm",48,38,10,0
1662,"nto","ntom1248","gm",30,23,7,0
1663,"tbr","tumt1243","gm",55,39,14,2
1664,"uiv","iyiv1238","gm",64,53,7,4
1665,"btx","bata1293","gm",24,16,8,0
1666,"tgl","taga1270","gm",24,19,5,0
1667,"ssb","sout2918","gm",23,17,6,0
1668,"kqr","kima1244","gm",23,18,5,0
1669,"beg","bela1260","gm",25,19,6,0
1670,"ilo","ilok1237","gm",23,17,6,0
1671,"cjm","east2563","gm",30,21,9,0
1672,"mkm","mokl1243","gm",46,19,27,0
1673,"mwt","moke1242","gm",38,20,18,0
1674,"nia","nias1242","gm",25,19,6,0
1675,"jav","java1254","gm",33,24,9,0
1676,"blf","buol1237","gm",23,17,6,0
1677,"mak","maka1311","gm",23,18,5,0
1678,"xmz","mori1268","gm",27,22,5,0
1679,"xbr","kamb1299","gm",29,19,10,0
1680,"tet","tetu1245","gm",18,13,5,0
1681,"lti","leti1246","gm",22,10,12,0
1682,"mky","east2440","gm",23,18,5,0
1683,"bhw","biak1248","gm",19,14,5,0
1684,"abs","ambo1250","gm",23,18,5,0
1685,"bpq","band1353","gm",23,18,5,0
1686,"xmm","mala1481","gm",25,19,6,0
1687,"mkn","kupa1239","gm",25,19,6,0
1688,"lrt","lara1260","gm",25,19,6,0
1689,"max","nort2828","gm",27,21,6,0
1690,"ind","indo1316","gm",31,23,8,0
1691,"mad","nucl1460","gm",35,27,8,0
1692,"ceb","cebu1242","gm",21,18,3,0
1693,"ban","bali1278","gm",24,18,6,0
1694,"bug","bugi1244","gm",25,19,6,0
1695,"bcl","cent2087","gm",28,23,5,0
1696,"hil","hili1240","gm",25,20,5,0
1697,"pam","pamp1243","gm",22,17,5,0
1698,"min","mina1268","gm",33,23,10,0
1699,"pag","pang1290","gm",21,16,5,0
1700,"tes","teng1272","gm",42,20,22,0
1701,"mrr","abuj1237","ra",39,22,17,0
1702,"apq","apuc1241","ra",35,25,10,0
1703,"njm","anga1288","ra",49,38,6,5
1704,"njo","aona1235","ra",35,24,8,3
1705,"apt","apat1240","ra",40,24,13,3
1706,"asm","assa1263","ra",37,22,15,0
1707,"awa","awad1243","ra",45,37,8,0
1708,"bfq","bada1257","ra",38,25,13,0
1709,"bft","balt1258","ra",53,35,18,0
1710,"lmn","lamb1269","ra",34,24,10,0
1711,"ben","beng1280","ra",48,34,14,0
1712,"bhb","bhil1251","ra",62,35,27,0
1713,"unr","mund1320","ra",54,33,21,0
1714,"bwo","boro1277","ra",32,22,8,2
1715,"bkk","brok1247","ra",56,41,15,0
1716,"bns","bund1253","ra",55,38,17,0
1717,"cdn","chau1259","ra",42,34,8,0
1718,"nri","chok1243","ra",39,34,5,0
1719,"drd","darm1243","ra",42,34,8,0
1720,"gaq","gata1239","ra",38,24,14,0
1721,"gda","gade1236","ra",50,31,19,0
1722,"adl","galo1242","ra",29,17,12,0
1723,"grt","garo1247","ra",21,16,5,0
1724,"gju","guja1253","ra",57,35,19,3
1725,"guj","guja1252","ra",60,35,25,0
1726,"gbj","bodo1267","ra",40,21,19,0
1727,"hlb","halb1244","ra",42,29,13,0
1728,"hin","hind1269","ra",58,37,21,0
1729,"hoc","hooo1248","ra",43,24,19,0
1730,"iru","irul1243","ra",52,31,21,0
1731,"jns","jaun1243","ra",51,34,17,0
1732,"jun","juan1238","ra",36,24,12,0
1733,"xnr","kang1280","ra",41,29,12,0
1734,"kan","nucl1305","ra",47,36,11,0
1735,"saz","saur1248","ra",42,32,10,0
1736,"mjw","karb1241","ra",42,28,11,3
1737,"iru","irul1243","ra",30,23,7,0
1738,"kas","kash1277","ra",56,28,28,0
1739,"xuj","jenn1240","ra",33,26,7,0
1740,"khr","khar1287","ra",45,31,14,0
1741,"kha","khas1269","ra",40,27,13,0
1742,"nkh","khez1235","ra",53,42,8,3
1743,"kfa","koda1255","ra",52,27,25,0
1744,"kfb","nort2699","ra",34,21,13,0
1745,"kfc","kond1295","ra",43,23,20,0
1746,"gau","mudh1235","ra",31,19,12,0
1747,"knn","konk1267","ra",45,35,10,0
1748,"kfd","korr1238","ra",34,21,13,0
1749,"kfq","kork1243","ra",37,26,11,0
1750,"kfe","kota1263","ra",41,26,15,0
1751,"kff","koya1251","ra",31,21,10,0
1752,"kxu","kuii1252","ra",39,20,19,0
1753,"kfy","kuma1273","ra",42,31,11,0
1754,"kru","kuru1302","ra",56,31,25,0
1755,"kxv","kuvi1243","ra",47,28,19,0
1756,"lbj","lada1244","ra",45,37,8,0
1757,"lmn","lamb1269","ra",48,30,18,0
1758,"lep","lepc1244","ra",36,26,10,0
1759,"njh","loth1237","ra",46,35,8,3
1760,"lus","lush1249","ra",43,33,6,4
1761,"mai","mait1250","ra",42,34,8,0
1762,"mal","mala1464","ra",43,30,13,0
1763,"mjt","saur1249","ra",34,24,10,0
1764,"mni","mani1292","ra",38,27,8,3
1765,"nbi","maon1238","ra",30,20,6,4
1766,"mar","mara1378","ra",55,42,13,0
1767,"mxj","miju1243","ra",54,34,16,4
