"ID","Name","Description","SegmentClass","tone","stress","syllabic","short","long","consonantal","sonorant","continuant","delayedRelease","approximant","tap","trill","nasal","lateral","labial","round","labiodental","coronal","anterior","distributed","strident","dorsal","high","low","front","back","tense","retractedTongueRoot","advancedTongueRoot","periodicGlottalSource","epilaryngealSource","spreadGlottis","constrictedGlottis","fortis","raisedLarynxEjective","loweredLarynxImplosive","click"
"01af2efa81d3a77179802261a53dd172","̰˧˩","COMBINING TILDE BELOW - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","-","+","0","0","0","0"
"c5f3438b4db352849f21137981b8d725","kʷ","LATIN SMALL LETTER K - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","-","0","0","0","-","-","-","-","-","-","-","-"
"7be92c91bd04ef618cced96029b7eace","˨˧","MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER MID TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"872ff2e8d29ce13fe5b25d7953a219a5","cʰ","LATIN SMALL LETTER C - MODIFIER LETTER SMALL H","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","-","+","-","+","+","-","+","-","0","0","0","-","-","+","-","-","-","-","-"
"ab2bab010d1d294ee4c0058ca71d386b","j̥","LATIN SMALL LETTER J - COMBINING RING BELOW","consonant","0","-","-","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","0","0","-","-","-","-","-","-","-","-"
"598c08d247da66705024880f6caa2588","ɟ","LATIN SMALL LETTER DOTLESS J WITH STROKE","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","-","+","-","+","+","-","+","-","0","0","0","+","-","-","-","-","-","-","-"
"4990657de199a6a20001603e211c7989","n̩","LATIN SMALL LETTER N - COMBINING VERTICAL LINE BELOW","consonant","0","-","+","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"97c2744c3a2e2de695a791ff7374c70c","ˤ˧˨","MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","-","0","0","0","0","0","0","0","0"
"1f851b72b26c71aa4d9dafa320469645","i̥","LATIN SMALL LETTER I - COMBINING RING BELOW","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","-","-","-","-","0","-","-","0"
"b5ec9e48e5979a01dae8fccb68620151","l̪","LATIN SMALL LETTER L - COMBINING BRIDGE BELOW","consonant","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","+","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"9c692f0d9947655ffe5fcd98d73ebb49","u̥","LATIN SMALL LETTER U - COMBINING RING BELOW","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","-","-","-","-","0","-","-","0"
"5963137712e13f51b22d8957d5d23803","̰˥","COMBINING TILDE BELOW - MODIFIER LETTER EXTRA-HIGH TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","-","+","0","0","0","0"
"91e808a9390c92e855f0cbde1a39321a","ð","LATIN SMALL LETTER ETH","consonant","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","+","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"b15716a060d3e36556498b7679eef53e","eĩ","LATIN SMALL LETTER E - LATIN SMALL LETTER I - COMBINING TILDE","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-,+","-","-","0","0","-","0","0","0","+","-,+","-","+","-","+","-","-","+","-","-","-","0","-","-","0"
"8e50ed5636369c3657117280a0baa153","ɪ̃","LATIN LETTER SMALL CAPITAL I - COMBINING TILDE","vowel","0","-","+","-","-","-","+","+","0","+","-","-","+","-","-","0","0","-","0","0","0","+","+","-","+","-","-","-","-","+","-","-","-","0","-","-","0"
"26831ccf3843acc2644e1824944afa55","oũ","LATIN SMALL LETTER O - LATIN SMALL LETTER U - COMBINING TILDE","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-,+","-","+","+","-","-","0","0","0","+","-,+","-","-","+","+","-","-","+","-","-","-","0","-","-","0"
"a76ba920346ea4122e2ad04751efba19","sʰ","LATIN SMALL LETTER S - MODIFIER LETTER SMALL H","consonant","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","0","0","-","-","+","-","-","-","-","-"
"de17aa40a4c33956161fb9a3eb5f4a00","ʊ̃","LATIN SMALL LETTER UPSILON - COMBINING TILDE","vowel","0","-","+","-","-","-","+","+","0","+","-","-","+","-","+","+","-","-","0","0","0","+","+","-","-","+","-","-","-","+","-","-","-","0","-","-","0"
"dbd9fdadf786ed954db6ef3c51d5cf25","θ","GREEK SMALL LETTER THETA","consonant","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","+","-","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"210816cb881b3aea3fe4d60b2fa811fc","˧˦","MODIFIER LETTER MID TONE BAR - MODIFIER LETTER HIGH TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259186c868be4fcbdedbefc7bfc1703b","˧˨","MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cc0c232e1d1d75370a9c6ac331ee2707","ɘ","LATIN SMALL LETTER REVERSED E","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","-","+","-","-","+","-","-","-","0","-","-","0"
"415099700b54b6485c7134ed7cad755f","mˀ","LATIN SMALL LETTER M - MODIFIER LETTER GLOTTAL STOP","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","-","-","-","0","0","0","-","0","0","0","0","0","0","0","+","-","-","+","-","-","-","-"
"958948d5949a8dd167ce4796ca73446a","nˀ","LATIN SMALL LETTER N - MODIFIER LETTER GLOTTAL STOP","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","-","+","-","-","-","-"
"8d4bc8ed58a0590c7669dfb4b094fd2d","ŋˀ","LATIN SMALL LETTER ENG - MODIFIER LETTER GLOTTAL STOP","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","-","0","0","0","+","+","-","-","-","0","0","0","+","-","-","+","-","-","-","-"
"ffc984387ec9aa3db380609383a61d24","ɾˀ","LATIN SMALL LETTER R WITH FISHHOOK - MODIFIER LETTER GLOTTAL STOP","consonant","0","-","-","-","-","+","+","+","0","+","+","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","-","+","-","-","-","-"
"9f4b0d2730bd739258beff50b30941f4","ʉ","LATIN SMALL LETTER U BAR","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","-","+","-","-","+","-","-","-","0","-","-","0"
"86f28bd28aba96f1b268a90bdc27e712","̤˧˨","COMBINING DIAERESIS BELOW - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER LOW TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","+","-","0","0","0","0"
"124eaa6b6850c15ee70db53cf397afc7","ɹ","LATIN SMALL LETTER TURNED R","consonant","0","-","-","-","-","-","+","+","0","+","-","-","-","-","-","0","0","+","-","+","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"3235eaafb2dec4070350df782eea0d51","˨˧˩","MODIFIER LETTER LOW TONE BAR - MODIFIER LETTER MID TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cb789178d4f180746217cfc81f624bd5","ă","LATIN SMALL LETTER A - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","-","-","0"
"5d3706166781073d3798f1f83a37afad","ã̆","LATIN SMALL LETTER A - COMBINING TILDE - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","+","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","-","-","0"
"5a0790f0a06b5e30a9c32e785ecbea81","ĕ","LATIN SMALL LETTER E - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","+","-","-","+","-","-","-","0","-","-","0"
"7921f4de6587aa31c0d47d52bdb9f074","ɛ̆","LATIN SMALL LETTER OPEN E - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","-","-","-","+","-","-","-","0","-","-","0"
"258ae3abc2a22b3a9b7e8cfaf0201aef","ɛ̃̆","LATIN SMALL LETTER OPEN E - COMBINING TILDE - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","+","-","-","0","0","-","0","0","0","+","-","-","+","-","-","-","-","+","-","-","-","0","-","-","0"
"decfa22dc9a7c457bd33c7205d9be362","ĭ","LATIN SMALL LETTER I - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","-","-","0"
"73d75ba5719d210bd9b63e3741ccec10","ie","LATIN SMALL LETTER I - LATIN SMALL LETTER E","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+,-","-","+","-","+","-","-","+","-","-","-","0","-","-","0"
"f717891ca878bf6f48d01b8b51a3c70e","iẽ","LATIN SMALL LETTER I - LATIN SMALL LETTER E - COMBINING TILDE","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-,+","-","-","0","0","-","0","0","0","+","+,-","-","+","-","+","-","-","+","-","-","-","0","-","-","0"
"18456bfbbd9e3736be5b16930f105d47","kʰʲ","LATIN SMALL LETTER K - MODIFIER LETTER SMALL H - MODIFIER LETTER SMALL J","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","0","0","0","-","-","+","-","-","-","-","-"
"f63ded77749a2ca89f13221ab90e1d9c","ɬ","LATIN SMALL LETTER L WITH BELT","consonant","0","-","-","-","-","+","-","+","+","-","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"4a61dc51927c4d37409dafc65b4047bf","ŋʲ","LATIN SMALL LETTER ENG - MODIFIER LETTER SMALL J","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","-","0","0","0","+","+","-","+","-","0","0","0","+","-","-","-","-","-","-","-"
"db75a08334485ddde47c175f29bdf80a","ŋ̥ʲ","LATIN SMALL LETTER ENG - COMBINING RING BELOW - MODIFIER LETTER SMALL J","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","-","0","0","0","+","+","-","+","-","0","0","0","-","-","-","-","-","-","-","-"
"8e7408ba364da0c60d3725a63968f59f","ŋʷ","LATIN SMALL LETTER ENG - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","+","-","-","0","0","0","+","+","-","-","-","0","0","0","+","-","-","-","-","-","-","-"
"ca06ba084007f5dcf2c716b033345b9d","õ̆","LATIN SMALL LETTER O - COMBINING TILDE - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","+","-","+","+","-","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","-","-","0"
"aba8a374a13d652e5b1fef2afd37ca63","ɔ̃","LATIN SMALL LETTER OPEN O - COMBINING TILDE","vowel","0","-","+","-","-","-","+","+","0","+","-","-","+","-","+","+","-","-","0","0","0","+","-","-","-","+","-","-","-","+","-","-","-","0","-","-","0"
"f1025155f822708986df879cac1a7cdd","ŭ","LATIN SMALL LETTER U - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","-","-","0"
"05e95d02cfbf59115860fca79beb300b","ũ̆","LATIN SMALL LETTER U - COMBINING TILDE - COMBINING BREVE","vowel","0","-","+","+","-","-","+","+","0","+","-","-","+","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","-","-","0"
"cd70005d73ae95a29b495cf1616c72f1","uo","LATIN SMALL LETTER U - LATIN SMALL LETTER O","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+,-","-","-","+","+","-","-","+","-","-","-","0","-","-","0"
"207de90d0192f6396f67461d9a1f5302","ɘː","LATIN SMALL LETTER REVERSED E - MODIFIER LETTER TRIANGULAR COLON","vowel","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","-","+","-","-","+","-","-","-","0","-","-","0"
"e7ac2e48656ec1351cdc5d7f0d33c95d","˥˩","MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER EXTRA-LOW TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"e8e06282d452d81a927105a655d81537","˩˥","MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER EXTRA-HIGH TONE BAR","tone","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8f8e07bf6c2f1ff7e095483f48e43b78","ɖr̠","LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW","consonant","0","-","-","-","-","+","-,+","-,+","-,0","-,+","-","-,+","-","-","-","0","0","+","-","-,+","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"c1e1802397b4a31d4af6fa1f7939d212","mp","LATIN SMALL LETTER M - LATIN SMALL LETTER P","consonant","0","-","-","-","-","+","+,-","-","0,-","-","-","-","+,-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","0","0","+,-","-","-","-","-","-","-","-"
"c19064237a6d944f378ea2d012fa13a9","ndz","LATIN SMALL LETTER N - LATIN SMALL LETTER D - LATIN SMALL LETTER Z","consonant","006E+0064+007A","0","-","-","-","-","+","+,-","-","+","-","-","-","+,-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-"
"b6c3e24a414c9f54aec122e07ae09449","nt","LATIN SMALL LETTER N - LATIN SMALL LETTER T","consonant","0","-","-","-","-","+","+,-","-","0,-","-","-","-","+,-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+,-","-","-","-","-","-","-","-"
"4661c0434551fc73886691ef053b9344","nts","LATIN SMALL LETTER N - LATIN SMALL LETTER T - LATIN SMALL LETTER S","consonant","006E+0074+0073","0","-","-","-","-","+","+,-","-","+","-","-","-","+,-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","0","0","+,-","-","-","-","-","-","-"
"68b23a7e2955444c8403f7b38a46f8c7","ɳɖr̠","LATIN SMALL LETTER N WITH RETROFLEX HOOK - LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW","consonant","0","-","-","-","-","+","+,-,+","-,-,+","0,-,0","-,-,+","-","-,-,+","+,-,-","-","-","0","0","+","-","-,-,+","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"643d8f753fce01b3ed7e398f83658a13","ɳʈr̠̥","LATIN SMALL LETTER N WITH RETROFLEX HOOK - LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW - COMBINING RING BELOW","consonant","0","-","-","-","-","+","+,-,+","-,-,+","0,-,0","-,-,+","-","-,-,+","+,-,-","-","-","0","0","+","-","-,-,+","-","-","0","0","0","0","0","0","0","+,-,-","-","-","-","-","-","-","-"
"03ec01c95dcb12614769e0570a20c472","ŋk","LATIN SMALL LETTER ENG - LATIN SMALL LETTER K","consonant","0","-","-","-","-","+","+,-","-","0,-","-","-","-","+,-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","0","0","+,-","-","-","-","-","-","-","-"
"98315b1c709242d7bdb1bee77dd720cd","ʈr̠̥","LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW - COMBINING RING BELOW","consonant","0","-","-","-","-","+","-,+","-,+","-,0","-,+","-","-,+","-","-","-","0","0","+","-","-,+","-","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"8d8f6fa001a6df61fcd32bc0d1109d2e","ʀ","LATIN LETTER SMALL CAPITAL R","consonant","0","-","-","-","-","+","+","+","0","+","-","+","-","-","-","0","0","-","0","0","0","+","-","-","-","+","0","0","0","+","-","-","-","-","-","-","-"
"7d85c5cb64f2dafbeee7b928f7d03717","b͈","LATIN SMALL LETTER B - COMBINING DOUBLE VERTICAL LINE BELOW","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","0","0","+","-","-","-","+","-","-","-"
"c0290a313ba38bdbd606bc0501dfb332","d͈","LATIN SMALL LETTER D - COMBINING DOUBLE VERTICAL LINE BELOW","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","-","-","+","-","-","-"
"23339b98ec4aa70c15b693f58761f598","d͈̠ʒ","LATIN SMALL LETTER D - COMBINING DOUBLE VERTICAL LINE BELOW - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH","consonant","0064+0292","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","0","0","+","-","-","+","-","-","-"
"b7c9f2c504284685ca19e2437b25ff37","l̩","LATIN SMALL LETTER L - COMBINING VERTICAL LINE BELOW","consonant","0","-","+","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"e20e4d142580042c1e3483494782d247","ɲ̩","LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING VERTICAL LINE BELOW","consonant","0","-","+","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","-","+","-","+","+","-","+","-","0","0","0","+","-","-","-","-","-","-","-"
"083edb754c669a1ac48958eb35ade828","r̩","LATIN SMALL LETTER R - COMBINING VERTICAL LINE BELOW","consonant","0","-","+","-","-","+","+","+","0","+","-","+","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"67f49b0324ebfa2b5bf4def83c49b810","sː","LATIN SMALL LETTER S - MODIFIER LETTER TRIANGULAR COLON","consonant","0","-","-","-","+","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"1d6d0d2a8e8c2131617132f2ac62c63e","ʂ͇","LATIN SMALL LETTER S WITH HOOK - COMBINING EQUALS SIGN BELOW","consonant","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","-","-","-","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"a6b3e7ce35176d2af9c2fd18b9ba7a0d","d̤̪̥","LATIN SMALL LETTER D - COMBINING DIAERESIS BELOW - COMBINING BRIDGE BELOW - COMBINING RING BELOW","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","+","-","-","0","0","0","0","0","0","0","-","-","+","-","-","-","-","-"
"83a23d2930f29ff3f7166246bb1a597e","l̤","LATIN SMALL LETTER L - COMBINING DIAERESIS BELOW","consonant","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","+","-","-","-","-","-"
"c8c993705c0103aa54394e840c400046","bʷ","LATIN SMALL LETTER B - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","+","-","-","0","0","0","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"b66a088e7b6658052437eb018d937eb9","mʷ","LATIN SMALL LETTER M - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","+","-","-","0","0","0","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"bf83f25a58a6786db63f1c002b28f36b","m̥ʷ","LATIN SMALL LETTER M - COMBINING RING BELOW - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","+","-","-","0","0","0","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"670905fde68af5ac900260e5572d1082","œ","LATIN SMALL LIGATURE OE","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","+","-","-","-","-","+","-","-","-","0","-","-","0"
"4db9438582edbc3cd663401d93afc342","ɸ","LATIN SMALL LETTER PHI","consonant","0","-","-","-","-","+","-","+","+","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"17d2945a51bddc1e68446582365675ba","ɡɣ","LATIN SMALL LETTER SCRIPT G - LATIN SMALL LETTER GAMMA","consonant","0261+0263","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","0","0","+","-","-","-","-","-","-"
"58bcdfd421d458642497443a762e7c88","ɑː","LATIN SMALL LETTER ALPHA - MODIFIER LETTER TRIANGULAR COLON","vowel","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","+","0","-","-","+","-","-","-","0","-","-","0"
"92b0fa687ddec070896bf5730a8ce492","l̻","LATIN SMALL LETTER L - COMBINING SQUARE BELOW","consonant","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","+","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"801bf1117ad960622b41172bfbf5f223","t̻","LATIN SMALL LETTER T - COMBINING SQUARE BELOW","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","+","-","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"c91b8a3f88039d509e2e9c67205bb901","c̟","LATIN SMALL LETTER C - COMBINING PLUS SIGN BELOW","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","+","-","+","+","-","+","-","0","0","0","-","-","-","-","-","-","-","-"
"a636407e0eab25bdec5347c2c7bccd41","ɲ̟","LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING PLUS SIGN BELOW","consonant","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","+","-","+","+","-","+","-","0","0","0","+","-","-","-","-","-","-","-"
"b456cd3fca7bb9ec8bdacf3af00efd08","ʎ̟","LATIN SMALL LETTER TURNED Y - COMBINING PLUS SIGN BELOW","consonant","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","+","-","+","+","-","+","-","0","0","0","+","-","-","-","-","-","-","-"
"656c009cce967cb4e90d745f5e3a1b47","ɲ̟ʝ̟","LATIN SMALL LETTER N WITH LEFT HOOK - COMBINING PLUS SIGN BELOW - LATIN SMALL LETTER J WITH CROSSED-TAIL - COMBINING PLUS SIGN BELOW","consonant","0,NA","-,NA","-,NA","-,NA","-,NA","+,NA","+,NA","-,NA","0,NA","-,NA","-,NA","-,NA","+,NA","-,NA","-,NA","0,NA","0,NA","+,NA","+,NA","+,NA","-,NA","+,NA","+,NA","-,NA","+,NA","-,NA","0,NA","0,NA","0,NA","+,NA","-,NA","-,NA","-,NA","-,NA","-,NA","-,NA","-,NA"
"25301a4705d2972c254a92c43caf9dd4","ɳɖ","LATIN SMALL LETTER N WITH RETROFLEX HOOK - LATIN SMALL LETTER D WITH TAIL","consonant","0","-","-","-","-","+","+,-","-","0,-","-","-","-","+,-","-","-","0","0","+","-","-","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"7a1d21c72d470b433432f6cff0f6d61b","ɺ","LATIN SMALL LETTER TURNED R WITH LONG LEG","consonant","0","-","-","-","-","+","+","+","0","+","+","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"c215faf5ee7f513d66c19ece8bc53091","mbʷ","LATIN SMALL LETTER M - LATIN SMALL LETTER B - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","+,-","-","0,-","-","-","-","+,-","-","+","-,+","-","-","0","0","0","-","0","0","0","0","0","0","0","+","-","-","-","-","-","-","-"
"fbca4cb4092b67eff4912e4f53a4d955","ŋɡʷ","LATIN SMALL LETTER ENG - LATIN SMALL LETTER SCRIPT G - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","+,-","-","0,-","-","-","-","+,-","-","-,+","0,+","0,-","-","0","0","0","+","+","-","-","-","0","0","0","+","-","-","-","-","-","-","-"
"2a2bbb55781fd8d08a95804c6e37c2d5","ɸʷ","LATIN SMALL LETTER PHI - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","-","+","+","-","-","-","-","-","+","+","-","-","0","0","0","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"e8d15c7d6cffcc754cac1618bb526213","pʷ","LATIN SMALL LETTER P - MODIFIER LETTER SMALL W","consonant","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","+","-","-","0","0","0","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"8c70b568621fc4dfc72b7fa0aece1b7d","ɶ̝","LATIN LETTER SMALL CAPITAL OE - COMBINING UP TACK BELOW","vowel","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","0","-","-","0","-","-","+","-","-","-","0","-","-","0"
"0ad0c5e52906383a1204e3d5a5a9b198","fː","LATIN SMALL LETTER F - MODIFIER LETTER TRIANGULAR COLON","consonant","0","-","-","-","+","+","-","+","+","-","-","-","-","-","+","-","+","-","0","0","0","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
"347e22c010a875bd90da968e3018fce0","ɬː","LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER TRIANGULAR COLON","consonant","0","-","-","-","+","+","-","+","+","-","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-"
