Inventory_ID,ISO639P3code,Glottocode,phonemes,consonants,vowels,tones
2135,guu,yano1261,19,12,7,NA
2136,ceg,cham1315,37,21,16,NA
2137,ayo,ayor1240,30,20,10,NA
2138,anb,ando1255,25,15,10,NA
2139,arl,arab1268,29,19,10,NA
2140,iqu,iqui1243,19,11,8,NA
2141,zro,zapa1253,22,14,8,NA
2142,nhd,chir1286,29,17,12,NA
2143,,pisa1245,17,11,6,NA
2144,alc,qawa1238,24,18,6,NA
2145,ayr,cent2142,31,28,3,NA
2146,wca,yano1262,33,12,21,NA
2147,wca,yano1262,34,13,21,NA
2148,xsu,sanu1240,31,10,21,NA
2149,guu,yano1261,32,11,21,NA
2150,wca,yano1262,29,11,18,NA
2151,guu,yano1261,33,12,21,NA
2152,pcp,paca1246,20,16,4,NA
2153,yup,yukp1241,21,15,6,NA
2154,yup,yukp1241,18,12,6,NA
2155,trn,trin1274,30,18,12,NA
2156,amh,amha1245,68,61,7,0
2157,arb,stan1318,37,29,8,0
2158,aer,east2379,31,27,4,0
2159,asm,assa1263,33,23,10,0
2160,bcj,bard1255,25,18,7,0
2161,eus,basq1248,35,23,10,2
2162,ben,beng1280,72,49,23,0
2163,bul,bulg1262,30,23,7,0
2164,mya,nucl1310,56,33,19,4
2165,hak,hakk1236,47,26,16,5
2166,yue,yuec1235,48,21,21,6
2167,dan,dani1285,69,20,49,0
2168,dik,sout2832,63,20,39,4
2169,nld,dutc1256,37,22,15,0
2170,nld,dutc1256,56,22,33,1
2171,nld,dutc1256,51,25,25,1
2172,nld,dutc1256,54,24,30,0
2173,nld,dutc1256,58,22,36,0
2174,nld,dutc1256,57,24,33,0
2175,eng,stan1293,39,24,15,0
2176,eng,stan1293,39,24,15,0
2177,eng,stan1293,44,25,19,0
2178,eng,stan1293,41,24,16,1
2179,eng,stan1293,45,24,21,0
2180,eng,stan1293,39,24,15,0
2181,ekk,esto1258,54,45,9,0
2182,fra,stan1290,36,21,15,0
2183,kat,nucl1302,33,28,5,0
2184,deu,stan1295,40,21,19,0
2185,gsw,swis1247,56,27,29,0
2186,ell,mode1248,41,36,5,0
2187,ell,mode1248,23,18,5,0
2188,hau,haus1257,46,32,10,4
2189,heb,hebr1245,27,22,5,0
2190,hin,hind1269,74,63,11,0
2191,hun,hung1274,64,50,14,0
2192,ibo,nucl1417,35,24,8,3
2193,gle,iris1253,50,35,15,0
2194,lad,ladi1251,34,20,14,0
2195,ita,ital1282,70,39,31,0
2196,jpn,nucl1643,21,16,5,0
2197,kor,kore1280,48,20,28,0
2198,kun,kuna1268,34,23,8,3
2199,ers,ersu1241,61,51,8,2
2200,ltz,luxe1241,46,24,22,0
2201,mhe,besi1244,58,30,28,0
2202,mkv,mafe1237,24,19,5,0
2203,nrb,nara1262,59,43,10,6
2204,npi,nepa1254,74,53,21,0
2205,pes,west2369,29,23,6,0
2206,por,port1283,47,19,28,0
2207,por,port1283,47,20,27,0
2208,sml,cent2092,36,30,6,0
2209,slk,slov1269,44,29,15,0
2210,spa,stan1288,38,18,20,0
2211,nsm,sumi1235,41,32,6,3
2212,tsg,taus1251,23,20,3,0
2213,tem,timn1235,36,19,15,2
2214,ttr,tera1251,53,35,15,3
2215,tha,thai1261,47,21,21,5
2216,trq,sanm1298,48,31,8,9
2217,tur,nucl1301,36,24,12,0
2218,zai,isth1244,32,22,7,3
2219,bhh,bukh1238,29,23,6,0
2220,ker,kera1255,30,24,6,0
2221,zum,kumz1235,35,27,8,0
2222,coa,coco1260,27,19,8,0
2223,zsm,stan1306,30,24,6,0
2224,pdt,plau1238,55,28,27,0
2225,kxd,keda1250,22,18,4,0
2226,pjt,pitj1243,25,17,8,0
2227,psi,sout2672,40,29,11,0
2228,rmy,vlax1238,39,27,12,0
2229,shi,tach1250,74,71,3,0
2230,sxg,shix1238,66,51,13,2
2231,sxg,shix1238,67,51,14,2
2232,sxu,uppe1400,35,16,19,0
2233,vie,viet1252,45,21,16,8
2234,sje,pite1240,52,43,9,0
2235,sme,nort2671,74,63,11,0
2236,byw,belh1239,36,28,8,0
2237,huz,hunz1247,60,36,24,0
2238,evn,even1259,29,18,11,0
2239,hnj,hmon1264,61,48,13,0
2240,udm,udmu1245,36,29,7,0
2241,mhr,east2328,27,19,8,0
2242,yuy,east2337,42,28,14,0
2243,mdf,moks1248,40,33,7,0
2244,lit,lith1251,60,45,15,0
2245,mdf,moks1248,41,35,6,0
2246,lao,laoo1244,42,21,21,0
2247,rjs,rajb1243,43,34,9,0
2248,ekk,esto1258,26,17,9,0
2249,bqi,bakh1245,36,24,12,0
2250,ckb,cent1972,39,31,8,0
2251,inh,ingu1240,69,52,17,0
2252,eng,stan1293,44,24,20,0
2253,duo,dupa1235,21,15,6,0
2254,lzz,lazz1240,38,33,5,0
2255,dlg,dolg1241,42,22,20,0
2256,drh,dark1243,39,20,19,0
2257,jya,jiar1240,63,52,11,0
2258,jun,juan1238,37,19,18,0
2259,azb,sout2697,33,24,9,0
2260,sjd,kild1236,128,113,15,0
2261,rus,russ1263,42,36,6,0
2262,gle,iris1253,49,35,14,0
2263,loy,lowa1242,43,35,8,0
2264,sbu,stod1241,41,35,6,0
2265,dan,dani1285,26,15,11,0
2266,tgk,taji1245,29,23,6,0
2267,nru,yong1270,47,37,10,0
2268,udm,bese1243,33,25,8,0
2269,fra,stan1290,34,20,14,0
2270,isk,ishk1246,39,32,7,0
2271,kca,khan1273,25,16,9,0
2272,gsw,swis1247,55,26,29,0
2273,mrj,west2392,34,24,10,0
2274,ces,czec1258,40,27,13,0
2275,mlt,malt1254,35,24,11,0
2276,che,chec1245,67,39,28,0
2277,kan,nucl1305,44,34,10,0
2278,mwl,mira1251,49,22,27,0
2279,kca,khan1273,26,16,10,0
2280,tsj,tsha1245,39,32,7,0
2281,,,45,37,8,0
2282,lit,lith1251,59,45,14,0
2283,oss,osse1243,39,32,7,0
2284,jdt,jude1256,31,23,8,0
2285,lad,ladi1251,25,20,5,0
2286,ykg,nort2745,39,20,19,0
2287,kor,kore1280,38,21,17,0
2288,eve,even1260,36,18,18,0
2289,mnj,munj1244,44,35,9,0
2290,brh,brah1256,43,26,17,0
2291,ynk,nauk1242,22,18,4,0
2292,evn,even1259,25,17,8,0
2293,kxv,kuvi1243,37,22,15,0
2294,ths,thak1245,29,19,10,0
2295,unr,mund1320,28,23,5,0
2296,azj,nort2697,39,24,15,0
2297,itl,itel1242,32,27,5,0
2298,jih,puxi1242,66,36,30,0
2299,byh,bujh1238,47,31,16,0
2300,lzz,lazz1240,34,29,5,0
2301,kxs,kang1281,36,27,9,0
2302,mai,mait1250,51,26,25,0
2303,spa,stan1288,45,19,26,0
2304,roh,roma1326,46,27,19,0
2305,bfw,bond1245,42,21,21,0
2306,bft,balt1258,40,35,5,0
2307,xsr,sher1255,50,34,16,0
2308,spa,stan1288,25,18,7,0
2309,yue,yuec1235,41,19,22,0
2310,kbd,kaba1278,55,47,8,0
2311,lez,lezg1247,47,38,9,0
2312,dta,daur1238,57,45,12,0
2313,hut,huml1238,69,41,28,0
2314,tts,nort2741,32,20,12,0
2315,div,dhiv1236,39,27,12,0
2316,lit,lith1251,40,26,14,0
2317,bxr,russ1264,45,27,18,0
2318,kaa,kara1467,38,25,13,0
2319,lhu,lahu1253,46,24,22,0
2320,lao,laoo1244,33,21,12,0
2321,pbu,nort2646,33,22,11,0
2322,pst,cent1973,31,25,6,0
2323,hak,hakk1236,39,23,16,0
2324,oss,osse1243,47,40,7,0
2325,lij,ligu1248,45,24,21,0
2326,vot,voti1245,55,35,20,0
2327,khg,kham1282,62,44,18,0
2328,khg,kham1282,61,40,21,0
2329,ddo,dido1241,42,36,6,0
2330,wym,wymy1235,35,20,15,0
2331,gag,gaga1249,46,28,18,0
2332,pbu,nort2647,36,25,11,0
2333,sou,sout2746,35,21,14,0
2334,fur,friu1240,39,25,14,0
2335,lbe,lakk1252,68,58,10,0
2336,xug,kuni1268,25,20,5,0
2337,ltz,luxe1241,48,26,22,0
2338,mya,nucl1310,54,33,21,0
2339,mjt,saur1249,34,24,10,0
2340,eus,basq1248,30,23,7,0
2341,lzz,lazz1240,38,33,5,0
2342,npi,nepa1254,44,29,15,0
2343,rue,rusy1239,44,37,7,0
2344,gvr,guru1261,49,29,20,0
2345,bgn,west2368,44,24,20,0
2346,bqh,baim1244,66,40,26,0
2347,mhe,besi1244,58,30,28,0
2348,bgn,west2368,34,24,10,0
2349,ady,adyg1241,59,56,3,0
2350,dka,dakp1242,53,34,19,0
2351,oss,osse1243,44,37,7,0
2352,,lizu1234,58,50,8,0
2353,udm,udmu1245,36,28,8,0
2354,xub,bett1235,37,22,15,0
2355,kum,kumy1244,31,23,8,0
2356,chx,chan1310,48,21,27,0
2357,bho,bhoj1244,51,35,16,0
2358,aln,gheg1238,43,27,16,0
2359,hoc,hooo1248,35,22,13,0
2360,raw,rawa1265,34,20,14,0
2361,skb,saek1240,44,23,21,0
2362,ckt,chuk1273,20,14,6,0
2363,mkd,mace1250,32,26,6,0
2364,pcj,pare1266,26,16,10,0
2365,tsg,taus1251,23,20,3,0
2366,lbj,lada1244,38,33,5,0
2367,shn,shan1277,34,24,10,0
2368,bul,bulg1262,43,37,6,0
2369,spt,spit1240,40,33,7,0
2370,niv,gily1242,34,28,6,0
2371,lzz,lazz1240,38,33,5,0
2372,atv,nort2686,34,18,16,0
2373,tay,atay1247,24,18,6,0
2374,khb,luuu1242,39,21,18,0
2375,arg,arag1245,27,20,7,0
2376,kca,khan1273,36,26,10,0
2377,brh,brah1256,43,26,17,0
2378,fao,faro1244,36,16,20,0
2379,dzl,dzal1238,59,37,22,0
2380,bod,tibe1272,50,27,23,0
2381,eus,basq1250,43,29,14,0
2382,kir,kirg1245,37,21,16,0
2383,drd,darm1243,34,26,8,0
2384,kom,komi1277,37,29,8,0
2385,lao,laoo1244,33,21,12,0
2386,puo,puoc1238,38,20,18,0
2387,tel,telu1262,44,33,11,0
2388,,east2773,36,24,12,0
2389,oss,osse1243,47,40,7,0
2390,bbl,bats1242,51,33,18,0
2391,scp,hela1238,46,36,10,0
2392,sva,svan1243,47,30,17,0
2393,kgy,kyer1238,63,40,23,0
2394,dzo,dzon1239,58,32,26,0
2395,ket,kett1243,25,14,11,0
2396,vay,wayu1241,54,26,28,0
2397,pwn,paiw1248,25,21,4,0
2398,deu,stan1295,40,24,16,0
2399,ydd,east2295,37,24,13,0
2400,udm,udmu1245,37,28,9,0
2401,kbd,kaba1278,63,55,8,0
2402,yrk,nene1249,35,27,8,0
2403,kdr,kara1464,37,29,8,0
2404,vav,varl1238,46,28,18,0
2405,nld,dutc1256,43,18,25,0
2406,cym,wels1247,48,29,19,0
2407,jya,japh1234,58,50,8,0
2408,oss,osse1243,47,40,7,0
2409,xmf,ming1252,36,31,5,0
2410,lzz,lazz1240,36,29,7,0
2411,bod,tibe1272,42,29,13,0
2412,alr,alut1245,27,18,9,0
2413,mhr,east2328,31,22,9,0
2414,tts,nort2741,32,20,12,0
2415,sip,sikk1242,65,37,28,0
2416,tur,nucl1301,38,23,15,0
2417,xmf,ming1252,37,31,6,0
2418,yai,yagn1238,36,27,9,0
2419,eus,basq1248,36,24,12,0
2420,,zhon1235,68,59,9,0
2421,bod,tibe1272,41,27,14,0
2422,tts,nort2741,32,20,12,0
2423,shn,shan1277,32,22,10,0
2424,oss,osse1243,47,40,7,0
2425,cat,stan1289,34,25,9,0
2426,nyw,nyaw1245,31,20,11,0
2427,ita,ital1282,30,23,7,0
2428,kat,nucl1302,33,28,5,0
2429,cng,nort2722,73,39,34,0
2430,ceb,cebu1242,19,16,3,0
2431,pst,cent1973,30,24,6,0
2432,oss,osse1243,40,33,7,0
2433,kjh,khak1248,39,23,16,0
2434,,vach1239,30,18,12,0
2435,gaq,gata1239,40,23,17,0
2436,xmf,ming1252,35,30,5,0
2437,snd,sind1272,56,46,10,0
2438,aae,arbe1236,36,30,6,0
2439,xkz,kurt1248,45,31,14,0
2440,kpt,kara1474,53,45,8,0
2441,nor,norw1258,40,24,16,0
2442,vro,sout2679,44,26,18,0
2443,ron,roma1327,51,40,11,0
2444,sah,yaku1245,40,20,20,0
2445,kfb,nort2699,26,16,10,0
2446,krl,kare1335,30,16,14,0
2447,slk,slov1269,45,30,15,0
2448,liv,livv1244,31,23,8,0
2449,heb,hebr1245,25,20,5,0
2450,,fore1274,38,25,13,0
2451,taj,east2347,47,19,28,0
2452,guj,guja1252,58,31,27,0
2453,mvi,miya1259,19,14,5,0
2454,mag,maga1260,50,34,16,0
2455,slv,slov1268,35,22,13,0
2456,prx,puri1258,37,31,6,0
2457,cmn,mand1415,46,25,21,0
2458,ell,mode1248,29,24,5,0
2459,xas,kama1351,37,26,11,0
2460,kpv,komi1268,37,30,7,0
2461,nio,ngan1291,30,20,10,0
2462,vie,viet1252,37,21,16,0
2463,dhi,dhim1246,53,31,22,0
2464,mon,mong1331,46,32,14,0
2465,ani,andi1255,68,63,5,0
2466,urd,urdu1245,58,37,21,0
2467,ava,avar1256,64,59,5,0
2468,abk,abkh1244,62,59,3,0
2469,enf,fore1265,33,25,8,0
2470,fry,west2354,51,19,32,0
2471,tyr,taid1249,35,20,15,0
2472,sou,sout2746,35,22,13,0
2473,ovd,elfd1234,87,37,50,0
2474,cde,chen1255,70,46,24,0
2475,mns,mans1258,31,20,11,0
2476,oss,osse1243,44,37,7,0
2477,sce,dong1285,34,28,6,0
2478,oci,occi1239,58,27,31,0
2479,pan,panj1256,44,27,17,0
2480,ces,czec1258,40,27,13,0
2481,knd,kond1303,33,23,10,0
2482,yrk,nene1249,35,26,9,0
2483,iii,sich1238,74,58,16,0
2484,kmr,nort2641,38,30,8,0
2485,sel,selk1253,41,16,25,0
2486,cng,nort2722,63,39,24,0
2487,aae,arbe1236,37,30,7,0
2488,lit,lith1251,57,45,12,0
2489,khg,kham1282,96,60,36,0
2490,vep,veps1250,44,34,10,0
2491,tvn,merg1238,48,27,21,0
2492,tts,nort2741,32,19,13,0
2493,lvs,stan1325,42,26,16,0
2494,sjt,ters1235,69,51,18,0
2495,ory,oriy1255,42,31,11,0
2496,tts,nort2741,33,21,12,0
2497,sje,pite1240,54,45,9,0
2498,bgp,east2304,54,35,19,0
2499,srp,serb1264,34,24,10,0
2500,bak,bash1264,39,28,11,0
2501,mjg,tuuu1240,35,25,10,0
2502,scu,shum1243,50,44,6,0
2503,ukr,ukra1253,41,35,6,0
2504,loy,lowa1242,42,35,7,0
2505,sco,scot1243,37,24,13,0
2506,mhr,east2328,31,21,10,0
2507,shn,shan1277,33,23,10,0
2508,snd,sind1272,64,47,17,0
2509,oss,osse1243,43,36,7,0
2510,gdq,mehr1241,45,31,14,0
2511,khr,khar1287,39,34,5,0
2512,che,chec1245,64,39,25,0
2513,tgl,taga1270,26,21,5,0
2514,wbl,wakh1245,50,38,12,0
2515,eng,stan1293,40,24,16,0
2516,ast,astu1245,26,19,7,0
2517,pht,phut1244,30,21,9,0
2518,nod,nort2740,33,21,12,0
2519,khg,kham1282,133,100,33,0
2520,pes,west2369,29,23,6,0
2521,gle,iris1253,52,34,18,0
2522,xsr,sher1255,47,34,13,0
2523,slr,sala1264,43,31,12,0
2524,lez,lezg1247,96,88,8,0
2525,khg,kham1282,77,56,21,0
2526,srb,sora1254,26,18,8,0
2527,ola,walu1241,46,32,14,0
2528,kfq,kork1243,41,31,10,0
2529,pam,pamp1243,22,17,5,0
2530,rmt,doma1258,45,33,12,0
2531,pht,phut1244,29,20,9,0
2532,mhr,east2328,30,21,9,0
2533,ers,ersu1241,60,54,6,0
2534,adx,amdo1237,59,53,6,0
2535,fin,finn1318,23,15,8,0
2536,udm,udmu1245,33,23,10,0
2537,tks,khal1271,37,23,14,0
2538,mut,west2408,26,21,5,0
2539,sxg,shix1238,88,51,37,0
2540,kim,kara1462,67,28,39,0
2541,hsb,uppe1395,42,33,9,0
2542,hin,hind1269,55,34,21,0
2543,gdb,pott1240,39,19,20,0
2544,,nucl1729,53,37,16,0
2545,bcc,sout2642,32,24,8,0
2546,sro,camp1261,58,44,14,0
2547,tcy,tulu1258,35,21,14,0
2548,acn,acha1249,59,36,23,0
2549,che,chec1245,70,39,31,0
2550,sat,sant1410,57,26,31,0
2551,shn,shan1277,31,21,10,0
2552,abk,abkh1244,70,67,3,0
2553,adx,amdo1237,58,48,10,0
2554,swe,swed1254,35,18,17,0
2555,cat,stan1289,35,25,10,0
2556,mjg,tuuu1240,31,25,6,0
2557,hun,hung1274,39,25,14,0
2558,bod,tibe1272,56,27,29,0
2559,mal,mala1464,53,38,15,0
2560,yix,axiy1235,52,38,14,0
2561,bsk,buru1296,48,38,10,0
2562,cdo,mind1253,35,15,20,0
2563,tea,temi1246,49,19,30,0
2564,sxu,uppe1400,35,15,20,0
2565,gdo,ghod1238,66,53,13,0
2566,sms,skol1241,75,51,24,0
2567,jah,jahh1242,52,22,30,0
2568,isl,icel1247,45,30,15,0
2569,rmy,vlax1238,34,27,7,0
2570,ude,udih1248,40,19,21,0
2571,ast,astu1245,27,20,7,0
2572,tdd,tain1252,29,19,10,0
2573,sou,sout2746,32,20,12,0
2574,che,chec1245,64,39,25,0
2575,koi,komi1269,37,30,7,0
2576,gbj,bodo1267,36,17,19,0
2577,bsk,buru1296,59,38,21,0
2578,lis,lisu1250,42,32,10,0
2579,tyv,tuvi1240,52,28,24,0
2580,kpt,kara1474,56,46,10,0
2581,mrj,west2392,33,23,10,0
2582,tyj,taid1248,34,21,13,0
2583,eus,basq1248,30,23,7,0
2584,bre,bret1244,66,32,34,0
2585,pmj,sout2729,60,43,17,0
2586,pbt,sout2436,33,26,7,0
2587,khg,kham1282,64,49,15,0
2588,peh,bona1250,36,25,11,0
2589,wne,wane1241,30,23,7,0
2590,oss,digo1242,42,36,6,0
2591,khg,kham1282,78,49,29,0
2592,als,tosk1239,38,29,9,0
2593,ltg,east2282,55,38,17,0
2594,cat,stan1289,35,25,10,0
2595,tuk,turk1304,37,21,16,0
2596,nrf,jerr1238,55,23,32,0
2597,khm,cent1989,46,17,29,0
2598,asm,assa1263,36,22,14,0
2599,xal,kalm1243,39,23,16,0
2600,khg,kham1282,51,44,7,0
2601,gla,scot1245,82,33,49,0
2602,dsb,lowe1385,42,35,7,0
2603,yrk,nene1249,33,24,9,0
2604,pol,poli1260,35,27,8,0
2605,swi,suii1243,61,46,15,0
2606,ilo,ilok1237,25,19,6,0
2607,ars,najd1235,33,25,8,0
2608,ahk,akha1245,57,34,23,0
2609,tat,tata1255,43,29,14,0
2610,kbd,kaba1278,51,44,7,0
2611,tam,tami1289,36,24,12,0
2612,uig,uigh1240,43,28,15,0
2613,bsk,buru1296,48,38,10,0
2614,adx,amdo1237,49,43,6,0
2615,eus,basq1248,28,21,7,0
2616,myv,erzy1239,35,29,6,0
2617,npa,narp1239,49,25,24,0
2618,bgn,west2368,33,23,10,0
2619,glg,gali1258,30,23,7,0
2620,nmm,mana1288,41,30,11,0
2621,shv,sheh1240,38,30,8,0
2622,bgn,west2368,33,24,9,0
2623,por,port1283,41,21,20,0
2624,ben,beng1280,47,30,17,0
2625,yux,sout2750,36,20,16,0
2626,oss,osse1243,46,39,7,0
2627,pbv,pnar1238,39,24,15,0
2628,nyw,nyaw1245,31,19,12,0
2629,bvr,bura1267,26,21,5,0
2630,bck,buna1275,24,20,4,0
2631,gni,goon1238,23,19,4,0
2632,zml,madn1237,22,17,5,0
2633,mpb,mull1237,19,14,5,0
2634,mwf,murr1259,28,24,4,0
2635,nam,nang1259,23,19,4,0
2636,wdj,wadj1254,22,17,5,0
2637,zmm,mari1417,20,16,4,0
2638,zmt,mari1419,32,28,4,0
2639,mfr,mari1424,24,20,4,0
2640,zmg,mart1254,31,27,4,0
2641,amy,amii1238,32,27,5,0
2642,lrg,lara1258,24,18,6,0
2643,lmc,nucl1327,25,22,3,0
2644,umr,umbu1235,25,17,8,0
2645,wrk,gara1269,17,14,3,0
2646,wny,wany1247,20,14,6,0
2647,wrk,gara1269,17,14,3,0
2648,err,erre1238,23,18,5,0
2649,zme,mang1382,23,18,5,0
2650,urc,urni1239,23,18,5,0
2651,aoi,anin1240,26,22,4,0
2652,ngk,ngal1292,29,23,6,0
2653,gbu,gaga1251,27,17,10,0
2654,nig,ngal1293,27,22,5,0
2655,nid,ngan1295,35,26,9,0
2656,gup,gund1246,27,22,5,0
2657,gup,gund1246,27,22,5,0
2658,gup,gune1238,28,22,6,0
2659,gup,mura1269,27,22,5,0
2660,gup,guma1252,27,22,5,0
2661,gup,naia1238,27,22,5,0
2662,djn,djau1244,27,22,5,0
2663,rmb,remb1249,28,22,6,0
2664,wrz,wara1290,21,16,5,0
2665,nuy,nung1290,25,19,6,0
2666,amg,amar1271,24,21,3,0
2667,mhg,marg1251,26,23,3,0
2668,wur,wurr1238,23,20,3,0
2669,mph,maun1240,22,17,5,0
2670,ilg,gari1254,24,21,3,0
2671,ilg,ilga1238,24,21,3,0
2672,ibd,iwai1244,23,20,3,0
2673,mep,miri1266,20,16,4,0
2674,gia,kitj1240,24,19,5,0
2675,ggk,kung1259,22,17,5,0
2676,djj,djee1236,21,16,5,0
2677,gge,gura1252,27,22,5,0
2678,nck,naka1260,25,20,5,0
2679,mec,mara1385,23,19,4,0
2680,wnd,wand1263,20,17,3,0
2681,alh,alaw1244,26,22,4,0
2682,mpc,mang1381,22,17,5,0
2683,djd,djam1255,22,18,4,0
2684,djd,ngal1294,21,17,4,0
2685,nug,nung1291,17,14,3,0
2686,nji,ngar1283,21,17,4,0
2687,jig,djin1251,20,17,3,0
2688,wmb,binb1242,23,17,6,0
2689,wmb,guda1243,19,16,3,0
2690,wmb,wamb1258,23,17,6,0
2691,,mink1237,23,20,3,0
2692,,ngum1253,20,17,3,0
2693,nyh,nyig1240,20,17,3,0
2694,wwr,warr1258,20,17,3,0
2695,dyd,dyug1238,28,22,6,0
2696,ywr,yawu1244,28,22,6,0
2697,bcj,bard1255,24,17,7,0
2698,nmp,nima1245,23,17,6,0
2699,dyb,dyab1238,20,17,3,0
2700,djw,djaw1238,20,17,3,0
2701,nyv,nyul1247,20,17,3,0
2702,aly,alya1239,43,40,3,0
2703,amx,east2380,44,40,4,0
2704,amx,west2442,44,40,4,0
2705,adg,ande1247,44,40,4,0
2706,aer,mpar1238,44,40,4,0
2707,axe,ayer1246,43,39,4,0
2708,aer,east2379,44,40,4,0
2709,axl,lowe1436,44,40,4,0
2710,are,west2441,44,40,4,0
2711,gbb,kayt1238,43,40,3,0
2712,xjb,yugu1249,20,12,8,0
2713,gih,gida1240,21,13,8,0
2714,,guwa1244,19,13,6,0
2715,xjb,minj1242,20,12,8,0
2716,bdy,waal1238,20,12,8,0
2717,xbg,bung1264,23,20,3,0
2718,,warr1257,26,20,6,0
2719,kld,gami1243,21,15,6,0
2720,zmu,muru1266,25,19,6,0
2721,wyb,wang1291,21,15,6,0
2722,wyb,wayi1238,21,15,6,0
2723,wrh,wira1262,21,15,6,0
2724,kld,wirr1237,21,15,6,0
2725,kld,yuwa1242,21,15,6,0
2726,kld,yuwa1243,21,15,6,0
2727,,dhud1236,21,15,6,0
2728,jan,jand1248,19,13,6,0
2729,,,19,13,6,0
2730,yxg,yaga1262,19,13,6,0
2731,yxg,yaga1262,19,13,6,0
2732,dbl,dyir1250,16,13,3,0
2733,wgy,warr1255,19,13,6,0
2734,kgs,kumb1268,19,13,6,0
2735,kgs,kumb1268,19,13,6,0
2736,xya,yayg1236,20,14,6,0
2737,xgw,guwa1242,23,20,3,0
2738,yda,yand1251,24,21,3,0
2739,ktg,kalk1246,26,20,6,0
2740,ylr,yala1262,24,20,4,0
2741,bxj,bayu1240,26,20,6,0
2742,bxn,burd1238,26,20,6,0
2743,dhl,dhal1245,26,20,6,0
2744,dze,djiw1241,26,20,6,0
2745,dhr,dhar1247,31,25,6,0
2746,iin,thii1234,26,20,6,0
2747,wri,wari1262,26,20,6,0
2748,,mith1236,29,26,3,0
2749,dif,dier1241,25,22,3,0
2750,dit,dira1238,25,22,3,0
2751,nmv,kara1508,25,22,3,0
2752,nmv,ngam1284,25,22,3,0
2753,bxi,pirl1238,25,22,3,0
2754,ynd,yand1253,30,26,4,0
2755,hrp,nhir1234,29,26,3,0
2756,yww,yawa1258,30,26,4,0
2757,dif,dier1241,24,21,3,0
2758,xpt,punt1240,21,18,3,0
2759,xwk,wong1246,30,26,4,0
2760,xwk,wong1246,30,26,4,0
2761,ard,arab1267,24,21,3,0
2762,wgg,wang1290,24,21,3,0
2763,pit,pitt1247,26,21,5,0
2764,wnm,wang1289,26,21,5,0
2765,lku,kuun1236,25,19,6,0
2766,xpa,pirr1240,24,19,5,0
2767,gll,kala1380,21,18,3,0
2768,bia,badi1246,23,20,3,0
2769,vml,malg1242,26,20,6,0
2770,nha,nhan1238,33,27,6,0
2771,wbv,waja1257,26,20,6,0
2772,yia,ying1247,26,20,6,0
2773,,cola1237,22,17,5,0
2774,dgw,daun1234,23,20,3,0
2775,wyi,woiw1237,23,20,3,0
2776,wth,wath1238,23,20,3,0
2777,wyi,woiw1237,23,20,3,0
2778,,yari1243,23,20,3,0
2779,llj,ladj1234,21,17,4,0
2780,dmd,madh1244,20,16,4,0
2781,xwd,wadi1260,21,17,4,0
2782,,west2443,21,17,4,0
2783,,djad1246,21,17,4,0
2784,rnr,nari1241,23,18,5,0
2785,tjw,djab1234,21,17,4,0
2786,xww,wemb1241,22,16,6,0
2787,xwt,wotj1234,19,15,4,0
2788,ihw,gana1268,25,17,8,0
2789,unn,gana1278,22,17,5,0
2790,unn,gana1278,22,17,5,0
2791,unn,gana1278,22,17,5,0
2792,,kera1256,23,20,3,0
2793,,lowe1402,23,20,3,0
2794,,ngin1247,23,20,3,0
2795,nay,narr1259,25,20,5,0
2796,xth,yith1234,23,20,3,0
2797,bym,bidy1243,20,16,4,0
2798,gnl,gang1268,18,15,3,0
2799,bzr,biri1256,18,15,3,0
2800,bzr,biri1256,18,15,3,0
2801,gnl,gang1268,18,15,3,0
2802,gnl,gang1268,22,16,6,0
2803,gnl,gang1268,18,15,3,0
2804,bzr,biri1256,18,15,3,0
2805,bzr,biri1256,18,15,3,0
2806,bzr,biri1256,18,15,3,0
2807,bzr,biri1256,18,15,3,0
2808,bzr,biri1256,18,15,3,0
2809,gnl,gang1268,18,15,3,0
2810,bzr,biri1256,18,15,3,0
2811,bzr,biri1256,18,15,3,0
2812,bym,bidy1243,17,14,3,0
2813,xgm,dhar1248,21,18,3,0
2814,gyf,gung1248,20,16,4,0
2815,kgl,kung1258,18,15,3,0
2816,gyy,guny1241,31,25,6,0
2817,zmc,marg1253,31,25,6,0
2818,,gudj1237,18,15,3,0
2819,gdc,gugu1253,17,14,3,0
2820,wrg,waru1264,17,13,4,0
2821,bym,bidy1243,18,15,3,0
2822,bzr,biri1256,18,15,3,0
2823,bym,bidy1243,21,18,3,0
2824,bym,bidy1243,19,16,3,0
2825,gbd,kara1476,21,17,4,0
2826,mem,mang1383,24,17,7,0
2827,nna,nyan1301,21,17,4,0
2828,ggd,guga1239,23,16,7,0
2829,xyk,mayi1236,21,18,3,0
2830,xmy,maya1280,21,18,3,0
2831,nxn,ngaw1240,22,19,3,0
2832,xyj,mayi1235,21,18,3,0
2833,nxn,ngaw1240,21,18,3,0
2834,nxn,ngaw1240,22,19,3,0
2835,kba,kala1379,26,20,6,0
2836,lkm,kala1401,26,20,6,0
2837,nju,ngad1258,26,20,6,0
2838,nju,ngad1258,26,20,6,0
2839,vka,kari1304,23,20,3,0
2840,vku,kurr1243,27,21,6,0
2841,vma,mart1255,26,20,6,0
2842,nlr,ngar1286,23,17,6,0
2843,nrl,ngar1287,23,20,3,0
2844,nhf,nhuw1239,26,20,6,0
2845,nly,nyam1271,23,17,6,0
