"Inventory_ID","ISO639P3code","Glottocode","phonemes","consonants","vowels","tones","LanguageName","level","macroarea","latitude","longitude","Genus","family_id","FamilyName"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Albanian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Huarpe","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Central Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Jirajaran","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Turkic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Koiarian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Berber","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Western Arunachal","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Burmese-Lolo","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Bak","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Western Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Oceanic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Pre-Andine Arawakan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Athapaskan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Mayan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Cholon","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Mayan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Matacoan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Mixtecan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Timote-Cuica","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Biu-Mandara","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Indic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Samoyedic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Tacame","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Biu-Mandara","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"South-Central Dravidian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Kru","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Bodic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Sign Languages","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Hmong-Mien","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Sign Languages","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Mayan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Western Mande","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Burmese-Lolo","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Bodic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Central Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Panoan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"North Borneo","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Engan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Creoles and Pidgins","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Mel","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Awju-Dumut","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Kapixana","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Central Dravidian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Karen","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Pearic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Chinookan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Yeniseian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Katuic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Creoles and Pidgins","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Sign Languages","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Otomian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Northern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Chimúan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Mongolic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Bantoid","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Alto-Orinoco","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Oceanic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Bantoid","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Northern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Ubangi","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Western Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Aztecan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Aztecan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Aztecan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Aztecan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Central Malayo-Polynesian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Algonquian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Palaungic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Qiangic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Quechuan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Qiangic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Creoles and Pidgins","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Indic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Slavic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Sahaptian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Athapaskan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Slavic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Bahnaric","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Bodic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Western Saharan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Dogon","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Tasmanian","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Celebic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Tupi-Guaraní","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Turkic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Chimbu","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Western Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Serra Hills","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Germanic","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2143,"","pisa1245",17,11,6,NA,"Pisamira","language","South America",1.1017,-70.502483,"Southeastern Pama-Nyungan","tuca1253","Tucanoan"
2144,"alc","qawa1238",24,18,6,NA,"Qawasqar","language","South America",-49.303195,-74.707536,"Alacalufan","kawe1237","Kawesqar"
2145,"ayr","cent2142",31,28,3,NA,"Central Aymara","language","South America",-17,-68.5,NA,"ayma1253","Aymaran"
2146,"wca","yano1262",33,12,21,NA,"Yanomám","language","South America",2.48999,-62.8522,"Yanomam","yano1268","Yanomamic"
2147,"wca","yano1262",34,13,21,NA,"Yanomám","language","South America",2.48999,-62.8522,"Yanomam","yano1268","Yanomamic"
2148,"xsu","sanu1240",31,10,21,NA,"Sanumá","language","South America",4.5,-64.5,"Yanomam","yano1268","Yanomamic"
2149,"guu","yano1261",32,11,21,NA,"Yanomamö","language","South America",1.67967,-64.8781,NA,"yano1268","Yanomamic"
2150,"wca","yano1262",29,11,18,NA,"Yanomám","language","South America",2.48999,-62.8522,"Yanomam","yano1268","Yanomamic"
2151,"guu","yano1261",33,12,21,NA,"Yanomamö","language","South America",1.67967,-64.8781,NA,"yano1268","Yanomamic"
2152,"pcp","paca1246",20,16,4,NA,"Pacahuara","language","South America",-11.9968,-65.5568,NA,"pano1259","Pano-Tacanan"
2153,"yup","yukp1241",21,15,6,NA,"Yukpa","language","South America",9.67534,-73.0557,"Cariban","cari1283","Cariban"
2154,"yup","yukp1241",18,12,6,NA,"Yukpa","language","South America",9.67534,-73.0557,"Cariban","cari1283","Cariban"
2155,"trn","trin1274",30,18,12,NA,"Trinitario-Javeriano-Loretano","language","South America",-15.3331,-65.4096,NA,"araw1281","Arawakan"
2156,"amh","amha1245",68,61,7,0,"Amharic","language","Africa",11.708182,39.543456,"Semitic","afro1255","Afro-Asiatic"
2157,"arb","stan1318",37,29,8,0,"Standard Arabic","language","Eurasia",27.9625,43.8525,"Semitic","afro1255","Afro-Asiatic"
2158,"aer","east2379",31,27,4,0,"Eastern Arrernte","language","Australia",-23.3583,135.046,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2159,"asm","assa1263",33,23,10,0,"Assamese","language","Eurasia",26.0876,91.2932,"Indic","indo1319","Indo-European"
2160,"bcj","bard1255",25,18,7,0,"Bardi","language","Australia",-16.6274,122.906,"Nyulnyulan","nyul1248","Nyulnyulan"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
2161,"eus","basq1248",35,23,10,2,"Basque","language","Eurasia",43.2787,-1.31622,"","basq1248","Basque"
2162,"ben","beng1280",72,49,23,0,"Bengali","language","Eurasia",24,90,"Indic","indo1319","Indo-European"
2163,"bul","bulg1262",30,23,7,0,"Bulgarian","language","Eurasia",43.3646,25.047,"Slavic","indo1319","Indo-European"
2164,"mya","nucl1310",56,33,19,4,"Burmese","language","Eurasia",20.7926,93.9665,"Burmese-Lolo","sino1245","Sino-Tibetan"
2165,"hak","hakk1236",47,26,16,5,"Hakka Chinese","language","Eurasia",25,116,"Chinese","sino1245","Sino-Tibetan"
2166,"yue","yuec1235",48,21,21,6,"Yue Chinese","language","Eurasia",23,113,"Chinese","sino1245","Sino-Tibetan"
2167,"dan","dani1285",69,20,49,0,"Danish","language","Eurasia",54.8655,9.36284,"Germanic","indo1319","Indo-European"
2168,"dik","sout2832",63,20,39,4,"Southwestern Dinka","language","Africa",8.81115,28.0613,NA,"nilo1247","Nilotic"
2169,"nld","dutc1256",37,22,15,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2169,"nld","dutc1256",37,22,15,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2169,"nld","dutc1256",37,22,15,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2170,"nld","dutc1256",56,22,33,1,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2170,"nld","dutc1256",56,22,33,1,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2170,"nld","dutc1256",56,22,33,1,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2171,"nld","dutc1256",51,25,25,1,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2171,"nld","dutc1256",51,25,25,1,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2171,"nld","dutc1256",51,25,25,1,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2172,"nld","dutc1256",54,24,30,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2172,"nld","dutc1256",54,24,30,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2172,"nld","dutc1256",54,24,30,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2173,"nld","dutc1256",58,22,36,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2173,"nld","dutc1256",58,22,36,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2173,"nld","dutc1256",58,22,36,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2174,"nld","dutc1256",57,24,33,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2174,"nld","dutc1256",57,24,33,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2174,"nld","dutc1256",57,24,33,0,"Dutch","language","Eurasia",52,5,"Germanic","indo1319","Indo-European"
2175,"eng","stan1293",39,24,15,0,"English","language","Eurasia",53,-1,"Germanic","indo1319","Indo-European"
2176,"eng","stan1293",39,24,15,0,"English","language","Eurasia",53,-1,"Germanic","indo1319","Indo-European"
2177,"eng","stan1293",44,25,19,0,"English","language","Eurasia",53,-1,"Germanic","indo1319","Indo-European"
2178,"eng","stan1293",41,24,16,1,"English","language","Eurasia",53,-1,"Germanic","indo1319","Indo-European"
2179,"eng","stan1293",45,24,21,0,"English","language","Eurasia",53,-1,"Germanic","indo1319","Indo-European"
2180,"eng","stan1293",39,24,15,0,"English","language","Eurasia",53,-1,"Germanic","indo1319","Indo-European"
2181,"ekk","esto1258",54,45,9,0,"Estonian","language","Eurasia",58.55,25.82,NA,"ural1272","Uralic"
2182,"fra","stan1290",36,21,15,0,"French","language","Eurasia",48,2,"Romance","indo1319","Indo-European"
2183,"kat","nucl1302",33,28,5,0,"Georgian","language","Eurasia",41.850397,43.78613,"Kartvelian","kart1248","Kartvelian"
2184,"deu","stan1295",40,21,19,0,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
2184,"deu","stan1295",40,21,19,0,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
2184,"deu","stan1295",40,21,19,0,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
2184,"deu","stan1295",40,21,19,0,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
2184,"deu","stan1295",40,21,19,0,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
2184,"deu","stan1295",40,21,19,0,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
2185,"gsw","swis1247",56,27,29,0,"Central Alemannic","language","Eurasia",47.0516,8.46419,"Germanic","indo1319","Indo-European"
2185,"gsw","swis1247",56,27,29,0,"Central Alemannic","language","Eurasia",47.0516,8.46419,"Germanic","indo1319","Indo-European"
2185,"gsw","swis1247",56,27,29,0,"Central Alemannic","language","Eurasia",47.0516,8.46419,"Germanic","indo1319","Indo-European"
2185,"gsw","swis1247",56,27,29,0,"Central Alemannic","language","Eurasia",47.0516,8.46419,"Germanic","indo1319","Indo-European"
2185,"gsw","swis1247",56,27,29,0,"Central Alemannic","language","Eurasia",47.0516,8.46419,"Germanic","indo1319","Indo-European"
2185,"gsw","swis1247",56,27,29,0,"Central Alemannic","language","Eurasia",47.0516,8.46419,"Germanic","indo1319","Indo-European"
2186,"ell","mode1248",41,36,5,0,"Modern Greek","language","Eurasia",38.36,23.13,"Greek","indo1319","Indo-European"
2186,"ell","mode1248",41,36,5,0,"Modern Greek","language","Eurasia",38.36,23.13,"Greek","indo1319","Indo-European"
2187,"ell","mode1248",23,18,5,0,"Modern Greek","language","Eurasia",38.36,23.13,"Greek","indo1319","Indo-European"
2187,"ell","mode1248",23,18,5,0,"Modern Greek","language","Eurasia",38.36,23.13,"Greek","indo1319","Indo-European"
2188,"hau","haus1257",46,32,10,4,"Hausa","language","Africa",11.1513,8.7804,"West Chadic","afro1255","Afro-Asiatic"
2189,"heb","hebr1245",27,22,5,0,"Modern Hebrew","language","Eurasia",31.1056,35.0179,"Semitic","afro1255","Afro-Asiatic"
2189,"heb","hebr1245",27,22,5,0,"Modern Hebrew","language","Eurasia",31.1056,35.0179,"Semitic","afro1255","Afro-Asiatic"
2190,"hin","hind1269",74,63,11,0,"Hindi","language","Eurasia",25,77,"Indic","indo1319","Indo-European"
2191,"hun","hung1274",64,50,14,0,"Hungarian","language","Eurasia",46.9068585714,19.6555271429,"Ugric","ural1272","Uralic"
2192,"ibo","nucl1417",35,24,8,3,"Igbo","language","Africa",4.62705,7.23441,"Igboid","atla1278","Atlantic-Congo"
2193,"gle","iris1253",50,35,15,0,"Irish","language","Eurasia",53.2186,-7.61509,"Celtic","indo1319","Indo-European"
2193,"gle","iris1253",50,35,15,0,"Irish","language","Eurasia",53.2186,-7.61509,"Celtic","indo1319","Indo-European"
2193,"gle","iris1253",50,35,15,0,"Irish","language","Eurasia",53.2186,-7.61509,"Celtic","indo1319","Indo-European"
2194,"lad","ladi1251",34,20,14,0,"Ladino","language","Eurasia",41.205,28.6632,"Romance","indo1319","Indo-European"
2195,"ita","ital1282",70,39,31,0,"Italian","language","Eurasia",43.0464,12.6489,"Romance","indo1319","Indo-European"
2195,"ita","ital1282",70,39,31,0,"Italian","language","Eurasia",43.0464,12.6489,"Romance","indo1319","Indo-European"
2196,"jpn","nucl1643",21,16,5,0,"Japanese","language","Eurasia",35,135,"","japo1237","Japonic"
2197,"kor","kore1280",48,20,28,0,"Korean","language","Eurasia",37.5,128,"","kore1284","Koreanic"
2198,"kun","kuna1268",34,23,8,3,"Kunama","language","Africa",14.5879,37.5292,"","kuna1268","Kunama"
2199,"ers","ersu1241",61,51,8,2,"Ersu","language","Eurasia",29.2867,102.213,NA,"sino1245","Sino-Tibetan"
2200,"ltz","luxe1241",46,24,22,0,"Moselle Franconian","language","Eurasia",49.6839,6.14931,"Germanic","indo1319","Indo-European"
2201,"mhe","besi1244",58,30,28,0,"Besisi","language","Eurasia",2.717,101.676,"Aslian","aust1305","Austroasiatic"
2202,"mkv","mafe1237",24,19,5,0,"Mafea","language","Papunesia",-15.4316,167.241,NA,"aust1307","Austronesian"
2203,"nrb","nara1262",59,43,10,6,"Nara","language","Africa",15.3251,37.499,"Nara","nara1262","Nara"
2204,"npi","nepa1254",74,53,21,0,"Nepali","language","Eurasia",28,85,NA,"indo1319","Indo-European"
2205,"pes","west2369",29,23,6,0,"Western Farsi","language","Eurasia",32.9,53.3,"Iranian","indo1319","Indo-European"
2206,"por","port1283",47,19,28,0,"Portuguese","language","Eurasia",39.91,-8.1,"Romance","indo1319","Indo-European"
2207,"por","port1283",47,20,27,0,"Portuguese","language","Eurasia",39.91,-8.1,"Romance","indo1319","Indo-European"
2208,"sml","cent2092",36,30,6,0,"Central Sama","language","Papunesia",7.004574,118.455978,NA,"aust1307","Austronesian"
2209,"slk","slov1269",44,29,15,0,"Slovak","language","Eurasia",48.545705,18.78479,"Slavic","indo1319","Indo-European"
2210,"spa","stan1288",38,18,20,0,"Spanish","language","Eurasia",40.4414,-1.11788,"Romance","indo1319","Indo-European"
2210,"spa","stan1288",38,18,20,0,"Spanish","language","Eurasia",40.4414,-1.11788,"Romance","indo1319","Indo-European"
2211,"nsm","sumi1235",41,32,6,3,"Sumi Naga","language","Eurasia",25.9996,94.4235,"Kuki-Chin","sino1245","Sino-Tibetan"
2212,"tsg","taus1251",23,20,3,0,"Tausug","language","Papunesia",5.12236,118.88,"Greater Central Philippine","aust1307","Austronesian"
2213,"tem","timn1235",36,19,15,2,"Timne","language","Africa",8.90294,-12.3331,"Mel","atla1278","Atlantic-Congo"
2214,"ttr","tera1251",53,35,15,3,"Tera","language","Africa",11.0376,11.80953,"Biu-Mandara","afro1255","Afro-Asiatic"
2215,"tha","thai1261",47,21,21,5,"Thai","language","Eurasia",14.192,100.671,"Kam-Tai","taik1256","Tai-Kadai"
2216,"trq","sanm1298",48,31,8,9,"San Martín Itunyoso Triqui","language","North America",17.2428,-97.9202,NA,"otom1299","Otomanguean"
