"Inventory_ID","ISO639P3code","Glottocode","phonemes","consonants","vowels","tones","LanguageName","level","macroarea","latitude","longitude","Genus","family_id","FamilyName"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Engan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Mel","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Awju-Dumut","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Kapixana","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Central Dravidian","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Karen","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Pearic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Chinookan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Yeniseian","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Katuic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Sign Languages","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Otomian","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Chimúan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Mongolic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Bantoid","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Alto-Orinoco","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Oceanic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Bantoid","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Ubangi","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Aztecan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Aztecan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Aztecan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Aztecan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Central Malayo-Polynesian","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Algonquian","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Palaungic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Qiangic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Quechuan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Qiangic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Indic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Slavic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Sahaptian","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Athapaskan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Slavic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Bahnaric","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Bodic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Western Saharan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Dogon","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Tasmanian","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Celebic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Tupi-Guaraní","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Turkic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Chimbu","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Serra Hills","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Germanic","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2748,"","mith1236",29,26,3,0,"Mithaka","language","Australia",-25.13606725,139.598447,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2749,"dif","dier1241",25,22,3,0,"Dieri","language","Australia",-28.1667,138,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2750,"dit","dira1238",25,22,3,0,"Dirari","dialect","Australia",-28.7992,138.078,NA,"pama1250","Pama-Nyungan"
2751,"nmv","kara1508",25,22,3,0,"Karangura","dialect","Australia",NA,NA,NA,"pama1250","Pama-Nyungan"
2752,"nmv","ngam1284",25,22,3,0,"Ngamini","dialect","Australia",NA,NA,NA,"pama1250","Pama-Nyungan"
2753,"bxi","pirl1238",25,22,3,0,"Pirlatapa","language","Australia",-29.524,139.77,NA,"pama1250","Pama-Nyungan"
2754,"ynd","yand1253",30,26,4,0,"Yandruwandha","language","Australia",-28.4744,140.583,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2755,"hrp","nhir1234",29,26,3,0,"Nhirrpi","dialect","Australia",NA,NA,NA,"pama1250","Pama-Nyungan"
2756,"yww","yawa1258",30,26,4,0,"Yawarawarga","language","Australia",-26.7334,140.871,NA,"pama1250","Pama-Nyungan"
2757,"dif","dier1241",24,21,3,0,"Dieri","language","Australia",-28.1667,138,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2758,"xpt","punt1240",21,18,3,0,"Punthamara","dialect","Australia",-27.33,143,NA,"pama1250","Pama-Nyungan"
2759,"xwk","wong1246",30,26,4,0,"Wangkumara","dialect","Australia",NA,NA,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2760,"xwk","wong1246",30,26,4,0,"Wangkumara","dialect","Australia",NA,NA,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2761,"ard","arab1267",24,21,3,0,"Arabana","language","Australia",-28.705,135.449,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2762,"wgg","wang1290",24,21,3,0,"Wangganguru","language","Australia",-25.8148,135.941,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2763,"pit","pitt1247",26,21,5,0,"Pitta Pitta","language","Australia",-22.7952,139.983,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2764,"wnm","wang1289",26,21,5,0,"Wanggamala","language","Australia",-24.7022,137.433,NA,"pama1250","Pama-Nyungan"
2765,"lku","kuun1236",25,19,6,0,"Kuungkari of Barcoo River","language","Australia",-24.75108713,143.5365228,NA,"pama1250","Pama-Nyungan"
2766,"xpa","pirr1240",24,19,5,0,"Pirriya","language","Australia",-25.48006595,142.5485119,NA,"pama1250","Pama-Nyungan"
2767,"gll","kala1380",21,18,3,0,"Kalali","dialect","Australia",NA,NA,NA,"pama1250","Pama-Nyungan"
2768,"bia","badi1246",23,20,3,0,"Badimaya","language","Australia",-29.0647,117.246,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2769,"vml","malg1242",26,20,6,0,"Malgana","language","Australia",-26.211,114.245,NA,"pama1250","Pama-Nyungan"
2770,"nha","nhan1238",33,27,6,0,"Nhanda","language","Australia",-27.42523643,114.2680442,NA,"pama1250","Pama-Nyungan"
2771,"wbv","waja1257",26,20,6,0,"Wajarri","language","Australia",-28.1761,117.153,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2772,"yia","ying1247",26,20,6,0,"Yinggarda","language","Australia",-25.4446,115.58,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Kombio-Arapesh","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Kuki-Chin","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Albanian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Huarpe","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Jirajaran","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Turkic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Koiarian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Berber","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Western Arunachal","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Burmese-Lolo","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Bak","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Oceanic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Pre-Andine Arawakan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Athapaskan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Mayan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Cholon","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Mayan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Matacoan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Mixtecan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Timote-Cuica","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Biu-Mandara","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Indic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Samoyedic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Tacame","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Biu-Mandara","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"South-Central Dravidian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Kru","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Bodic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Sign Languages","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Hmong-Mien","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Sign Languages","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Mayan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Western Mande","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Burmese-Lolo","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Bodic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Panoan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"North Borneo","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Engan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Mel","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Awju-Dumut","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Kapixana","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Central Dravidian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Karen","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Pearic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Chinookan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Yeniseian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Katuic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Sign Languages","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Otomian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Chimúan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Mongolic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Bantoid","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Alto-Orinoco","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Oceanic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Bantoid","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Ubangi","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Aztecan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Aztecan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Aztecan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Aztecan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Central Malayo-Polynesian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Algonquian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Palaungic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Qiangic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Quechuan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Qiangic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Indic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Slavic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Sahaptian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Athapaskan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Slavic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Bahnaric","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Bodic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Western Saharan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Dogon","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Tasmanian","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Celebic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Tupi-Guaraní","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Turkic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Chimbu","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Serra Hills","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Germanic","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2773,"","cola1237",22,17,5,0,"Colac","language","Australia",-38.471266,143.422444,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2774,"dgw","daun1234",23,20,3,0,"Daungwurrung","dialect","Australia",NA,NA,NA,"pama1250","Pama-Nyungan"
2775,"wyi","woiw1237",23,20,3,0,"Woiwurrung-Thagungwurrung","language","Australia",-37.64264501,145.5879962,NA,"pama1250","Pama-Nyungan"
2776,"wth","wath1238",23,20,3,0,"Wathawurrung","language","Australia",-37.68777565,144.1013148,NA,"pama1250","Pama-Nyungan"
2777,"wyi","woiw1237",23,20,3,0,"Woiwurrung-Thagungwurrung","language","Australia",-37.64264501,145.5879962,NA,"pama1250","Pama-Nyungan"
2778,"","yari1243",23,20,3,0,"Yari-Yari","dialect","Australia",NA,NA,"Kombio-Arapesh","pama1250","Pama-Nyungan"
2778,"","yari1243",23,20,3,0,"Yari-Yari","dialect","Australia",NA,NA,"Kuki-Chin","pama1250","Pama-Nyungan"
2778,"","yari1243",23,20,3,0,"Yari-Yari","dialect","Australia",NA,NA,"Albanian","pama1250","Pama-Nyungan"
2778,"","yari1243",23,20,3,0,"Yari-Yari","dialect","Australia",NA,NA,"Huarpe","pama1250","Pama-Nyungan"
2778,"","yari1243",23,20,3,0,"Yari-Yari","dialect","Australia",NA,NA,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2778,"","yari1243",23,20,3,0,"Yari-Yari","dialect","Australia",NA,NA,"Jirajaran","pama1250","Pama-Nyungan"
2778,"","yari1243",23,20,3,0,"Yari-Yari","dialect","Australia",NA,NA,"Turkic","pama1250","Pama-Nyungan"
