InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click,family_id,parent_id,name,bookkeeping,level,status,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids,glottocode,isocodes,macroarea
861,chra1242,crw,Chrau,NA,0063,c,c c̚,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,aust1305,mnon1258,Chrau,False,language,vulnerable,10.8021,107.293,crw,NA,NA,0,0,9,VN,chra1242,crw,Eurasia
861,chra1242,crw,Chrau,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,aust1305,mnon1258,Chrau,False,language,vulnerable,10.8021,107.293,crw,NA,NA,0,0,9,VN,chra1242,crw,Eurasia
861,chra1242,crw,Chrau,NA,025F,ɟ,ɟ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,aust1305,mnon1258,Chrau,False,language,vulnerable,10.8021,107.293,crw,NA,NA,0,0,9,VN,chra1242,crw,Eurasia
861,chra1242,crw,Chrau,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,aust1305,mnon1258,Chrau,False,language,vulnerable,10.8021,107.293,crw,NA,NA,0,0,9,VN,chra1242,crw,Eurasia
862,barb1263,boi,Barbareño,NA,006A,j,j j̥,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,chum1262,cent2139,Barbareño,False,language,extinct,34.462,-119.699,boi,NA,NA,0,0,0,US,barb1263,boi,North America
862,barb1263,boi,Barbareño,NA,006A+0330,j̰,j̰,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,+,-,-,-,-,chum1262,cent2139,Barbareño,False,language,extinct,34.462,-119.699,boi,NA,NA,0,0,0,US,barb1263,boi,North America
864,coma1245,com,Comanche,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,utoa1244,cent2130,Comanche,False,language,severely endangered,34.5701,-98.424,com,NA,NA,0,0,0,US,NA,NA,NA
865,cupe1243,cup,Cupeno,NA,006A,j,j j̥,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,utoa1244,cahu1263,Cupeño,False,language,extinct,33.3148,-116.515,cup,NA,NA,0,0,0,US,cupe1243,cup,North America
865,cupe1243,cup,Cupeno,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,utoa1244,cahu1263,Cupeño,False,language,extinct,33.3148,-116.515,cup,NA,NA,0,0,0,US,cupe1243,cup,North America
865,cupe1243,cup,Cupeno,NA,028E,ʎ,ʎ ʎ̥,FALSE,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,utoa1244,cahu1263,Cupeño,False,language,extinct,33.3148,-116.515,cup,NA,NA,0,0,0,US,cupe1243,cup,North America
866,cuvo1236,cuv,Cuvok,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,afro1255,mata1311,Cuvok,False,language,safe,10.6448,14.0006,cuv,NA,NA,0,0,0,CM,cuvo1236,cuv,Africa
868,nepa1253,kxl,Dhangar,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,drav1251,kuru1301,Nepali Kurux,False,language,vulnerable,26.72057,86.00255,kxl,NA,NA,0,0,0,NP,nepa1253,kxl,Eurasia
868,nepa1253,kxl,Dhangar,NA,006A+02B1,jʱ,jʱ,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,+,-,-,-,-,-,drav1251,kuru1301,Nepali Kurux,False,language,vulnerable,26.72057,86.00255,kxl,NA,NA,0,0,0,NP,nepa1253,kxl,Eurasia
870,usar1243,usa,Usarufa,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,nucl1709,auya1234,Usarufa,False,language,vulnerable,-6.38898,145.633,usa,NA,NA,0,0,0,PG,usar1243,usa,Papunesia
870,usar1243,usa,Usarufa,NA,02C0+006A,ˀj,ˀj,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,"+,-",-,-,-,-,nucl1709,auya1234,Usarufa,False,language,vulnerable,-6.38898,145.633,usa,NA,NA,0,0,0,PG,usar1243,usa,Papunesia
871,kora1295,kpr,Korafe,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,nucl1709,kora1294,Korafe,False,dialect,safe,NA,NA,,NA,NA,0,0,0,,kora1295,,Papunesia
872,binu1245,bjr,Binumarien,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,nucl1709,tair1260,Binumarien,False,language,safe,-6.22068,146.102,bjr,NA,NA,0,0,0,PG,binu1245,bjr,Papunesia
873,eggo1239,ego,Eggon,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,eggo1240,Eggon,False,language,safe,8.71442,8.45686,ego,NA,NA,0,0,0,NG,eggo1239,ego,Africa
873,eggo1239,ego,Eggon,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,eggo1240,Eggon,False,language,safe,8.71442,8.45686,ego,NA,NA,0,0,0,NG,eggo1239,ego,Africa
874,ekpe1253,ekp,Ekpeye,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,igbo1258,Ekpeye,False,language,safe,5.06715,6.53362,ekp,NA,NA,0,0,4,NG,ekpe1253,ekp,Africa
874,ekpe1253,ekp,Ekpeye,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,igbo1258,Ekpeye,False,language,safe,5.06715,6.53362,ekp,NA,NA,0,0,4,NG,ekpe1253,ekp,Africa
875,endo1242,enb,Endo,NA,0063,c,c ɟ t̠ʃ cʰ c̚,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,nilo1247,mark1255,Endo,False,dialect,safe,NA,NA,,NA,NA,0,0,0,,endo1242,,Africa
875,endo1242,enb,Endo,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,nilo1247,mark1255,Endo,False,dialect,safe,NA,NA,,NA,NA,0,0,0,,endo1242,,Africa
875,endo1242,enb,Endo,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,nilo1247,mark1255,Endo,False,dialect,safe,NA,NA,,NA,NA,0,0,0,,endo1242,,Africa
876,esim1238,ags,Esimbi,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,tivo1239,Esimbi,False,language,safe,6.50094,9.86936,ags,NA,NA,0,0,0,CM NG,esim1238,ags,Africa
876,esim1238,ags,Esimbi,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,tivo1239,Esimbi,False,language,safe,6.50094,9.86936,ags,NA,NA,0,0,0,CM NG,esim1238,ags,Africa
877,fang1246,fan,Fan,NA,0063,c,c,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,atla1278,yaun1239,Fang (Equatorial Guinea),False,language,safe,1.723965,11.61454,fan,NA,NA,0,0,5,CG CM GA GQ,fang1246,fan,Africa
877,fang1246,fan,Fan,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,yaun1239,Fang (Equatorial Guinea),False,language,safe,1.723965,11.61454,fan,NA,NA,0,0,5,CG CM GA GQ,fang1246,fan,Africa
877,fang1246,fan,Fan,NA,025F,ɟ,ɟ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,yaun1239,Fang (Equatorial Guinea),False,language,safe,1.723965,11.61454,fan,NA,NA,0,0,5,CG CM GA GQ,fang1246,fan,Africa
877,fang1246,fan,Fan,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,yaun1239,Fang (Equatorial Guinea),False,language,safe,1.723965,11.61454,fan,NA,NA,0,0,5,CG CM GA GQ,fang1246,fan,Africa
877,fang1246,fan,Fan,NA,0272+025F,ɲɟ,ɲɟ,FALSE,consonant,ph,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,yaun1239,Fang (Equatorial Guinea),False,language,safe,1.723965,11.61454,fan,NA,NA,0,0,5,CG CM GA GQ,fang1246,fan,Africa
878,furu1242,fuu,Furu,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,cent2225,barh1234,Furu,False,language,safe,4.485,20.6448,fuu,NA,NA,0,0,0,CD CF,furu1242,fuu,Africa
878,furu1242,fuu,Furu,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,cent2225,barh1234,Furu,False,language,safe,4.485,20.6448,fuu,NA,NA,0,0,0,CD CF,furu1242,fuu,Africa
879,kara1476,gbd,Garadjari,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,pama1250,marr1265,Karadjeri,False,language,critically endangered,-18.6771,122.334,gbd,NA,NA,0,0,3,AU,kara1476,gbd,Australia
880,gbar1246,gby,Gbari,NA,006A,j,j j̃,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,gbag1256,Gbari,False,language,safe,8.46411,7.10757,gby,NA,NA,0,0,10,NG,gbar1246,gby,Africa
881,goli1247,gvf,Golin,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,nucl1709,goli1246,Golin,False,language,safe,-6.2249,144.8505,gvf,NA,NA,0,0,5,PG,goli1247,gvf,Papunesia
883,gunw1252,gup,Gunwinggu,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,gunw1250,cent2231,Bininj Kun-Wok,False,language,definitely endangered,-12.3398,133.358,gup,NA,NA,0,0,8,AU,gunw1252,gup,Australia
883,gunw1252,gup,Gunwinggu,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,gunw1250,cent2231,Bininj Kun-Wok,False,language,definitely endangered,-12.3398,133.358,gup,NA,NA,0,0,8,AU,gunw1252,gup,Australia
883,gunw1252,gup,Gunwinggu,NA,028E,ʎ,ʎ,FALSE,consonant,ph,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,gunw1250,cent2231,Bininj Kun-Wok,False,language,definitely endangered,-12.3398,133.358,gup,NA,NA,0,0,8,AU,gunw1252,gup,Australia
884,haya1250,hay,Haya,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,sout3202,Haya,False,language,safe,-1.70878,31.4846,hay,NA,NA,0,0,9,TZ UG,haya1250,hay,Africa
884,haya1250,hay,Haya,NA,0272,ɲ,ɲ m n,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,sout3202,Haya,False,language,safe,-1.70878,31.4846,hay,NA,NA,0,0,9,TZ UG,haya1250,hay,Africa
885,huro1249,wya,Huron,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,iroq1247,wyan1247,Huron,False,dialect,safe,NA,NA,,NA,NA,0,0,0,,NA,NA,NA
886,huic1243,hch,Huichol,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,utoa1244,cora1259,Huichol,False,language,vulnerable,21.954,-104.062,hch,NA,NA,0,0,3,MX,huic1243,hch,North America
887,huay1240,qwh,Huaylas,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,quec1387,huay1239,Huaylas Ancash Quechua,False,language,vulnerable,-9.38709,-77.7768,qwh,NA,NA,0,0,3,PE,huay1240,qwh,South America
888,sanm1287,huv,"Huave, San Mateo del Mar",NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,huav1256,sand1283,San Mateo del Mar Huave,False,language,vulnerable,16.2129,-95.0077,huv,NA,NA,0,0,0,MX,sanm1287,huv,North America
889,jauj1238,qxw,Huanca,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,quec1387,jauj1237,Jauja Wanca Quechua,False,language,severely endangered,-11.6747,-75.2786,qxw,NA,NA,0,0,0,PE,jauj1238,qxw,South America
889,jauj1238,qxw,Huanca,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,quec1387,jauj1237,Jauja Wanca Quechua,False,language,severely endangered,-11.6747,-75.2786,qxw,NA,NA,0,0,0,PE,jauj1238,qxw,South America
890,luya1241,lyn,Louyi,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,east2747,Luyi,False,language,safe,-15.01,22.67,lyn,NA,NA,0,0,5,AO NA ZM,luya1241,lyn,Africa
890,luya1241,lyn,Louyi,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,east2747,Luyi,False,language,safe,-15.01,22.67,lyn,NA,NA,0,0,5,AO NA ZM,luya1241,lyn,Africa
891,iban1261,iby,Ibani,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,ijoi1239,kaki1246,Ibani,False,language,vulnerable,4.49119,7.23558,iby,NA,NA,0,0,0,NG,iban1261,iby,Africa
891,iban1261,iby,Ibani,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,ijoi1239,kaki1246,Ibani,False,language,vulnerable,4.49119,7.23558,iby,NA,NA,0,0,0,NG,iban1261,iby,Africa
893,ingu1240,inh,Ingush,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,nakh1245,chec1244,Ingush,False,language,vulnerable,43.11,45.03,inh,NA,NA,0,0,0,GE RU,ingu1240,inh,Eurasia
894,kris1246,ksi,Isaka,NA,006A,j,j j̃,TRUE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,skoo1245,skoo1245,I'saka,False,language,severely endangered,-2.80084,141.303,ksi,NA,NA,0,0,0,PG,kris1246,ksi,Papunesia
895,yalu1240,yal,Jalonke,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,mand1469,susu1249,Yalunka,False,language,safe,9.97186,-11.2836,yal,NA,NA,0,0,3,GN ML SL SN,yalu1240,yal,Africa
895,yalu1240,yal,Jalonke,NA,025F,ɟ,ɟ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,mand1469,susu1249,Yalunka,False,language,safe,9.97186,-11.2836,yal,NA,NA,0,0,3,GN ML SL SN,yalu1240,yal,Africa
895,yalu1240,yal,Jalonke,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,mand1469,susu1249,Yalunka,False,language,safe,9.97186,-11.2836,yal,NA,NA,0,0,3,GN ML SL SN,yalu1240,yal,Africa
896,izer1241,izr,Hill Jarawa,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,izer1242,Izere,False,language,safe,9.5,8.7,izr,NA,NA,0,0,0,NG,izer1241,izr,Africa
896,izer1241,izr,Hill Jarawa,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,izer1242,Izere,False,language,safe,9.5,8.7,izr,NA,NA,0,0,0,NG,izer1241,izr,Africa
897,jama1261,jaa,Jarawara,NA,006A,j,j ɟ,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,araw1282,madi1262,Madi,False,language,definitely endangered,-7.62223,-66.5662,jaa,NA,NA,0,0,3,BR,jama1261,jaa,South America
898,jeme1245,tow,Jemez,NA,0063,c,c t̠ʃ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,kiow1265,kiow1265,Towa,False,language,definitely endangered,35.5994,-106.766,tow,NA,NA,0,0,0,US,jeme1245,tow,North America
898,jeme1245,tow,Jemez,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,kiow1265,kiow1265,Towa,False,language,definitely endangered,35.5994,-106.766,tow,NA,NA,0,0,0,US,jeme1245,tow,North America
898,jeme1245,tow,Jemez,NA,006A+0330,j̰,j̰,TRUE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,+,-,-,-,-,kiow1265,kiow1265,Towa,False,language,definitely endangered,35.5994,-106.766,tow,NA,NA,0,0,0,US,jeme1245,tow,North America
898,jeme1245,tow,Jemez,NA,025F,ɟ,ɟ,TRUE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,kiow1265,kiow1265,Towa,False,language,definitely endangered,35.5994,-106.766,tow,NA,NA,0,0,0,US,jeme1245,tow,North America
899,liji1238,mgi,Jili,NA,0063,c,c,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,atla1278,jili1243,Lijili,False,language,safe,8.52193,8.35562,mgi,NA,NA,0,0,0,NG,liji1238,mgi,Africa
899,liji1238,mgi,Jili,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,jili1243,Lijili,False,language,safe,8.52193,8.35562,mgi,NA,NA,0,0,0,NG,liji1238,mgi,Africa
899,liji1238,mgi,Jili,NA,025F,ɟ,ɟ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,jili1243,Lijili,False,language,safe,8.52193,8.35562,mgi,NA,NA,0,0,0,NG,liji1238,mgi,Africa
899,liji1238,mgi,Jili,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,jili1243,Lijili,False,language,safe,8.52193,8.35562,mgi,NA,NA,0,0,0,NG,liji1238,mgi,Africa
900,kaby1243,kab,Kabyle,NA,0063,c,c,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,afro1255,kaby1244,Kabyle,False,language,vulnerable,36.4103,4.76137,kab,NA,NA,0,0,2,DZ,kaby1243,kab,Africa
900,kaby1243,kab,Kabyle,NA,025F,ɟ,ɟ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,afro1255,kaby1244,Kabyle,False,language,vulnerable,36.4103,4.76137,kab,NA,NA,0,0,2,DZ,kaby1243,kab,Africa
901,gida1247,gid,Kada,Guidar,025F,ɟ,ɟ,FALSE,consonant,ph,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,afro1255,nort3156,Gidar,False,language,safe,9.874715,14.07845,gid,NA,NA,0,0,1,CM TD,gida1247,gid,Africa
902,kaya1329,kyz,Kaiabi,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,tupi1275,kawa1293,Kayabí,False,language,definitely endangered,-11.2747,-55.5479,kyz,NA,NA,0,0,0,BR,kaya1329,kyz,South America
903,kama1367,kms,Kamasau,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,nucl1708,elep1241,Kamasau,False,language,definitely endangered,-3.8503,143.842,kms,NA,NA,0,0,3,PG,kama1367,kms,Papunesia
903,kama1367,kms,Kamasau,NA,0272,ɲ,ɲ,FALSE,consonant,ph,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,nucl1708,elep1241,Kamasau,False,language,definitely endangered,-3.8503,143.842,kms,NA,NA,0,0,3,PG,kama1367,kms,Papunesia
904,kano1245,kxo,Kanoe,NA,006A,j,j,FALSE,consonant,ph,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,,,Kanoê,False,language,critically endangered,-12.1789,-64.5812,kxo,NA,NA,0,0,0,BR,kano1245,kxo,South America
